ED,Reported As,Reporting,Mojgan Cohanim Lancman (Democratic),Mojgan Cohanim Lancman (Republican),Scattered,Total Votes,Mojgan Cohanim Lancman RECAP,Scattered RECAP,p_Mojgan Cohanim Lancman (Democratic),p_Mojgan Cohanim Lancman (Republican),p_Scattered,p_Mojgan Cohanim Lancman RECAP,p_Scattered RECAP,winner,winner_p
29070,29070,100,194,2,0,196,196,0,0.9897959183673469,0.01020408163265306,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
29071,29071,100,190,13,0,203,203,0,0.9359605911330049,0.06403940886699508,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30001,30001,100,46,14,0,60,60,0,0.7666666666666667,0.23333333333333334,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30002,30002,100,106,50,0,156,156,0,0.6794871794871795,0.32051282051282054,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30003,30003,100,3,2,0,5,5,0,0.6,0.4,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30004,30004,100,119,105,0,224,224,0,0.53125,0.46875,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30005,30005,100,81,143,0,224,224,0,0.36160714285714285,0.6383928571428571,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30006,30006,100,95,134,2,231,229,2,0.41125541125541126,0.5800865800865801,0.008658008658008658,0.9913419913419913,0.008658008658008658,Mojgan Cohanim Lancman RECAP,0.9913419913419913
30007,30007,100,83,99,0,182,182,0,0.45604395604395603,0.5439560439560439,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30008,30008,100,116,128,2,246,244,2,0.4715447154471545,0.5203252032520326,0.008130081300813009,0.991869918699187,0.008130081300813009,Mojgan Cohanim Lancman RECAP,0.991869918699187
30009,30009,100,98,133,1,232,231,1,0.4224137931034483,0.5732758620689655,0.004310344827586207,0.9956896551724138,0.004310344827586207,Mojgan Cohanim Lancman RECAP,0.9956896551724138
30010,30010,100,113,106,1,220,219,1,0.5136363636363637,0.4818181818181818,0.004545454545454545,0.9954545454545455,0.004545454545454545,Mojgan Cohanim Lancman RECAP,0.9954545454545455
30011,30011,100,92,101,1,194,193,1,0.4742268041237113,0.520618556701031,0.005154639175257732,0.9948453608247423,0.005154639175257732,Mojgan Cohanim Lancman RECAP,0.9948453608247423
30012,30012,100,82,151,1,234,233,1,0.3504273504273504,0.6452991452991453,0.004273504273504274,0.9957264957264957,0.004273504273504274,Mojgan Cohanim Lancman RECAP,0.9957264957264957
30013,30013,100,110,83,0,193,193,0,0.5699481865284974,0.43005181347150256,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30014,30014,100,102,122,0,224,224,0,0.45535714285714285,0.5446428571428571,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30015,30015,100,48,77,0,125,125,0,0.384,0.616,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30016,30016,100,89,77,1,167,166,1,0.5329341317365269,0.46107784431137727,0.005988023952095809,0.9940119760479041,0.005988023952095809,Mojgan Cohanim Lancman RECAP,0.9940119760479041
30017,30017,100,106,75,2,183,181,2,0.5792349726775956,0.4098360655737705,0.01092896174863388,0.9890710382513661,0.01092896174863388,Mojgan Cohanim Lancman RECAP,0.9890710382513661
30018,30018,100,109,91,0,200,200,0,0.545,0.455,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30019,30019,100,1,2,0,3,3,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30020,30020,100,48,58,1,107,106,1,0.4485981308411215,0.5420560747663551,0.009345794392523364,0.9906542056074766,0.009345794392523364,Mojgan Cohanim Lancman RECAP,0.9906542056074766
30021,30021,100,120,84,0,204,204,0,0.5882352941176471,0.4117647058823529,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30022,30022,100,105,76,0,181,181,0,0.580110497237569,0.4198895027624309,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30023,30023,100,104,74,0,178,178,0,0.5842696629213483,0.4157303370786517,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30024,30024,100,57,27,0,84,84,0,0.6785714285714286,0.32142857142857145,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30025,30025,100,116,80,1,197,196,1,0.5888324873096447,0.40609137055837563,0.005076142131979695,0.9949238578680203,0.005076142131979695,Mojgan Cohanim Lancman RECAP,0.9949238578680203
30026,30026,100,99,64,0,163,163,0,0.6073619631901841,0.39263803680981596,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30027,30027,100,127,66,0,193,193,0,0.6580310880829016,0.34196891191709844,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30028,30028,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
30029,30029,100,7,10,0,17,17,0,0.4117647058823529,0.5882352941176471,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30030,30030,100,70,41,0,111,111,0,0.6306306306306306,0.36936936936936937,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30031,30031,100,48,18,0,66,66,0,0.7272727272727273,0.2727272727272727,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30032,30032,100,21,3,1,25,24,1,0.84,0.12,0.04,0.96,0.04,Mojgan Cohanim Lancman RECAP,0.96
30033,30033,100,34,13,0,47,47,0,0.723404255319149,0.2765957446808511,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30034,30034,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
30063,30063,100,52,14,0,66,66,0,0.7878787878787878,0.21212121212121213,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30035,30063,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
30036,30036,100,99,58,1,158,157,1,0.6265822784810127,0.3670886075949367,0.006329113924050633,0.9936708860759493,0.006329113924050633,Mojgan Cohanim Lancman RECAP,0.9936708860759493
30037,30037,100,93,29,1,123,122,1,0.7560975609756098,0.23577235772357724,0.008130081300813009,0.991869918699187,0.008130081300813009,Mojgan Cohanim Lancman RECAP,0.991869918699187
30038,30038,100,89,20,0,109,109,0,0.8165137614678899,0.1834862385321101,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30039,30039,100,208,98,0,306,306,0,0.6797385620915033,0.3202614379084967,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30040,30040,100,174,71,1,246,245,1,0.7073170731707317,0.2886178861788618,0.0040650406504065045,0.9959349593495935,0.0040650406504065045,Mojgan Cohanim Lancman RECAP,0.9959349593495935
30041,30041,100,48,12,1,61,60,1,0.7868852459016393,0.19672131147540983,0.01639344262295082,0.9836065573770492,0.01639344262295082,Mojgan Cohanim Lancman RECAP,0.9836065573770492
30042,30042,100,113,37,0,150,150,0,0.7533333333333333,0.24666666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30043,30043,100,167,50,1,218,217,1,0.7660550458715596,0.22935779816513763,0.0045871559633027525,0.9954128440366973,0.0045871559633027525,Mojgan Cohanim Lancman RECAP,0.9954128440366973
30044,30044,100,163,47,0,210,210,0,0.7761904761904762,0.22380952380952382,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30045,30045,100,149,43,2,194,192,2,0.7680412371134021,0.22164948453608246,0.010309278350515464,0.9896907216494846,0.010309278350515464,Mojgan Cohanim Lancman RECAP,0.9896907216494846
30046,30046,100,168,34,2,204,202,2,0.8235294117647058,0.16666666666666666,0.00980392156862745,0.9901960784313726,0.00980392156862745,Mojgan Cohanim Lancman RECAP,0.9901960784313726
30047,30047,100,96,14,0,110,110,0,0.8727272727272727,0.12727272727272726,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30048,30048,100,225,108,0,333,333,0,0.6756756756756757,0.32432432432432434,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30049,30049,100,223,56,1,280,279,1,0.7964285714285714,0.2,0.0035714285714285713,0.9964285714285714,0.0035714285714285713,Mojgan Cohanim Lancman RECAP,0.9964285714285714
30050,30050,100,164,47,3,214,211,3,0.7663551401869159,0.21962616822429906,0.014018691588785047,0.985981308411215,0.014018691588785047,Mojgan Cohanim Lancman RECAP,0.985981308411215
30051,30051,100,172,43,1,216,215,1,0.7962962962962963,0.19907407407407407,0.004629629629629629,0.9953703703703703,0.004629629629629629,Mojgan Cohanim Lancman RECAP,0.9953703703703703
30052,30052,100,120,32,1,153,152,1,0.7843137254901961,0.20915032679738563,0.006535947712418301,0.9934640522875817,0.006535947712418301,Mojgan Cohanim Lancman RECAP,0.9934640522875817
30053,30053,100,93,33,0,126,126,0,0.7380952380952381,0.2619047619047619,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30054,30054,100,19,5,0,24,24,0,0.7916666666666666,0.20833333333333334,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30055,30055,100,81,39,0,120,120,0,0.675,0.325,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30056,30056,100,123,18,0,141,141,0,0.8723404255319149,0.1276595744680851,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30057,30057,100,119,9,1,129,128,1,0.9224806201550387,0.06976744186046512,0.007751937984496124,0.9922480620155039,0.007751937984496124,Mojgan Cohanim Lancman RECAP,0.9922480620155039
30058,30058,100,138,15,1,154,153,1,0.8961038961038961,0.09740259740259741,0.006493506493506494,0.9935064935064936,0.006493506493506494,Mojgan Cohanim Lancman RECAP,0.9935064935064936
30059,30059,100,70,4,0,74,74,0,0.9459459459459459,0.05405405405405406,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30060,30060,100,82,42,0,124,124,0,0.6612903225806451,0.3387096774193548,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30061,30061,100,240,84,1,325,324,1,0.7384615384615385,0.25846153846153846,0.003076923076923077,0.9969230769230769,0.003076923076923077,Mojgan Cohanim Lancman RECAP,0.9969230769230769
30062,30062,100,66,12,1,79,78,1,0.8354430379746836,0.1518987341772152,0.012658227848101266,0.9873417721518988,0.012658227848101266,Mojgan Cohanim Lancman RECAP,0.9873417721518988
30064,30064,100,129,36,1,166,165,1,0.7771084337349398,0.21686746987951808,0.006024096385542169,0.9939759036144579,0.006024096385542169,Mojgan Cohanim Lancman RECAP,0.9939759036144579
30065,30065,100,228,63,1,292,291,1,0.7808219178082192,0.21575342465753425,0.003424657534246575,0.9965753424657534,0.003424657534246575,Mojgan Cohanim Lancman RECAP,0.9965753424657534
30066,30066,100,170,32,1,203,202,1,0.8374384236453202,0.15763546798029557,0.0049261083743842365,0.9950738916256158,0.0049261083743842365,Mojgan Cohanim Lancman RECAP,0.9950738916256158
30067,30067,100,188,23,2,213,211,2,0.8826291079812206,0.107981220657277,0.009389671361502348,0.9906103286384976,0.009389671361502348,Mojgan Cohanim Lancman RECAP,0.9906103286384976
30068,30068,100,96,15,0,111,111,0,0.8648648648648649,0.13513513513513514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
30069,30069,100,147,29,2,178,176,2,0.8258426966292135,0.16292134831460675,0.011235955056179775,0.9887640449438202,0.011235955056179775,Mojgan Cohanim Lancman RECAP,0.9887640449438202
30070,30070,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
30071,30071,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
30072,30024,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31001,31001,100,96,20,0,116,116,0,0.8275862068965517,0.1724137931034483,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31002,31002,100,114,22,1,137,136,1,0.8321167883211679,0.16058394160583941,0.0072992700729927005,0.9927007299270073,0.0072992700729927005,Mojgan Cohanim Lancman RECAP,0.9927007299270073
31003,31003,100,108,22,0,130,130,0,0.8307692307692308,0.16923076923076924,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31004,31004,100,130,11,0,141,141,0,0.9219858156028369,0.07801418439716312,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31005,31005,100,90,25,0,115,115,0,0.782608695652174,0.21739130434782608,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31006,31006,100,6,1,0,7,7,0,0.8571428571428571,0.14285714285714285,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31007,31007,100,78,12,0,90,90,0,0.8666666666666667,0.13333333333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31008,31008,100,76,35,0,111,111,0,0.6846846846846847,0.3153153153153153,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31009,31009,100,110,13,1,124,123,1,0.8870967741935484,0.10483870967741936,0.008064516129032258,0.9919354838709677,0.008064516129032258,Mojgan Cohanim Lancman RECAP,0.9919354838709677
31010,31010,100,167,21,0,188,188,0,0.8882978723404256,0.11170212765957446,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31011,31011,100,178,12,0,190,190,0,0.9368421052631579,0.06315789473684211,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31012,31012,100,105,16,1,122,121,1,0.860655737704918,0.13114754098360656,0.00819672131147541,0.9918032786885246,0.00819672131147541,Mojgan Cohanim Lancman RECAP,0.9918032786885246
31013,31013,100,149,11,0,160,160,0,0.93125,0.06875,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31014,31014,100,180,2,1,183,182,1,0.9836065573770492,0.01092896174863388,0.00546448087431694,0.994535519125683,0.00546448087431694,Mojgan Cohanim Lancman RECAP,0.994535519125683
31015,31015,100,145,4,0,149,149,0,0.9731543624161074,0.026845637583892617,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31016,31016,100,60,4,0,64,64,0,0.9375,0.0625,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31017,31017,100,125,1,0,126,126,0,0.9920634920634921,0.007936507936507936,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31018,31018,100,183,5,0,188,188,0,0.973404255319149,0.026595744680851064,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31019,31019,100,206,5,0,211,211,0,0.976303317535545,0.023696682464454975,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31020,31020,100,35,11,0,46,46,0,0.7608695652173914,0.2391304347826087,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31021,31021,100,5,0,0,5,5,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31022,31022,100,108,17,1,126,125,1,0.8571428571428571,0.1349206349206349,0.007936507936507936,0.9920634920634921,0.007936507936507936,Mojgan Cohanim Lancman RECAP,0.9920634920634921
31023,31023,100,59,23,0,82,82,0,0.7195121951219512,0.2804878048780488,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31024,31024,100,164,8,1,173,172,1,0.9479768786127167,0.046242774566473986,0.005780346820809248,0.9942196531791907,0.005780346820809248,Mojgan Cohanim Lancman RECAP,0.9942196531791907
31025,31025,100,108,15,0,123,123,0,0.8780487804878049,0.12195121951219512,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31026,31026,100,87,26,1,114,113,1,0.7631578947368421,0.22807017543859648,0.008771929824561403,0.9912280701754386,0.008771929824561403,Mojgan Cohanim Lancman RECAP,0.9912280701754386
31027,31027,100,63,46,1,110,109,1,0.5727272727272728,0.41818181818181815,0.00909090909090909,0.990909090909091,0.00909090909090909,Mojgan Cohanim Lancman RECAP,0.990909090909091
31028,31028,100,66,17,0,83,83,0,0.7951807228915663,0.20481927710843373,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31029,31029,100,176,3,0,179,179,0,0.9832402234636871,0.01675977653631285,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31030,31030,100,4,1,0,5,5,0,0.8,0.2,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31031,31030,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31032,31032,100,196,14,0,210,210,0,0.9333333333333333,0.06666666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31033,31033,100,69,1,0,70,70,0,0.9857142857142858,0.014285714285714285,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31034,31034,100,239,3,0,242,242,0,0.987603305785124,0.012396694214876033,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31035,31035,100,189,4,0,193,193,0,0.9792746113989638,0.02072538860103627,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31036,31036,100,224,1,0,225,225,0,0.9955555555555555,0.0044444444444444444,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31037,31037,100,201,3,0,204,204,0,0.9852941176470589,0.014705882352941176,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31038,31038,100,231,2,0,233,233,0,0.9914163090128756,0.008583690987124463,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31039,31039,100,119,15,1,135,134,1,0.8814814814814815,0.1111111111111111,0.007407407407407408,0.9925925925925926,0.007407407407407408,Mojgan Cohanim Lancman RECAP,0.9925925925925926
31040,31040,100,225,4,0,229,229,0,0.982532751091703,0.017467248908296942,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31041,31041,100,167,1,0,168,168,0,0.9940476190476191,0.005952380952380952,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31042,31042,100,237,7,0,244,244,0,0.9713114754098361,0.028688524590163935,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31043,31043,100,268,9,0,277,277,0,0.9675090252707581,0.032490974729241874,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31044,31044,100,261,8,0,269,269,0,0.9702602230483272,0.02973977695167286,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31045,31045,100,82,7,0,89,89,0,0.9213483146067416,0.07865168539325842,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31046,31046,100,162,7,0,169,169,0,0.9585798816568047,0.04142011834319527,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31047,31047,100,182,5,1,188,187,1,0.9680851063829787,0.026595744680851064,0.005319148936170213,0.9946808510638298,0.005319148936170213,Mojgan Cohanim Lancman RECAP,0.9946808510638298
31048,31048,100,174,8,0,182,182,0,0.9560439560439561,0.04395604395604396,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31049,31049,100,191,10,0,201,201,0,0.9502487562189055,0.04975124378109453,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31050,31050,100,175,4,0,179,179,0,0.9776536312849162,0.0223463687150838,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31051,31051,100,224,11,0,235,235,0,0.9531914893617022,0.04680851063829787,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31052,31052,100,235,8,3,246,243,3,0.9552845528455285,0.032520325203252036,0.012195121951219513,0.9878048780487805,0.012195121951219513,Mojgan Cohanim Lancman RECAP,0.9878048780487805
31053,31053,100,244,21,0,265,265,0,0.9207547169811321,0.07924528301886792,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31054,31054,100,193,17,0,210,210,0,0.919047619047619,0.08095238095238096,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31055,31055,100,117,5,1,123,122,1,0.9512195121951219,0.04065040650406504,0.008130081300813009,0.991869918699187,0.008130081300813009,Mojgan Cohanim Lancman RECAP,0.991869918699187
31056,31056,100,90,5,0,95,95,0,0.9473684210526315,0.05263157894736842,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31057,31057,100,157,15,0,172,172,0,0.9127906976744186,0.0872093023255814,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31058,31058,100,156,4,0,160,160,0,0.975,0.025,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31059,31059,100,169,17,1,187,186,1,0.9037433155080213,0.09090909090909091,0.0053475935828877,0.9946524064171123,0.0053475935828877,Mojgan Cohanim Lancman RECAP,0.9946524064171123
31060,31060,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31061,31061,100,162,2,0,164,164,0,0.9878048780487805,0.012195121951219513,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31062,31062,100,136,5,0,141,141,0,0.9645390070921985,0.03546099290780142,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31063,31063,100,219,5,0,224,224,0,0.9776785714285714,0.022321428571428572,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
31064,31064,100,203,5,1,209,208,1,0.9712918660287081,0.023923444976076555,0.004784688995215311,0.9952153110047847,0.004784688995215311,Mojgan Cohanim Lancman RECAP,0.9952153110047847
31065,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31066,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31067,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31068,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31069,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31070,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31071,31071,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31072,31072,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31073,31073,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31074,31074,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31075,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31076,31020,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
31077,31077,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32001,32001,100,190,11,0,201,201,0,0.945273631840796,0.05472636815920398,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32002,32002,100,3,0,0,3,3,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32003,32003,100,197,9,0,206,206,0,0.9563106796116505,0.043689320388349516,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32004,32004,100,213,19,1,233,232,1,0.9141630901287554,0.0815450643776824,0.004291845493562232,0.9957081545064378,0.004291845493562232,Mojgan Cohanim Lancman RECAP,0.9957081545064378
32005,32005,100,133,12,1,146,145,1,0.910958904109589,0.0821917808219178,0.00684931506849315,0.9931506849315068,0.00684931506849315,Mojgan Cohanim Lancman RECAP,0.9931506849315068
32006,32006,100,166,17,0,183,183,0,0.907103825136612,0.09289617486338798,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32007,32007,100,19,6,1,26,25,1,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.9615384615384616,0.038461538461538464,Mojgan Cohanim Lancman RECAP,0.9615384615384616
32008,32008,100,26,2,0,28,28,0,0.9285714285714286,0.07142857142857142,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32009,32009,100,26,2,0,28,28,0,0.9285714285714286,0.07142857142857142,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32010,32010,100,10,1,0,11,11,0,0.9090909090909091,0.09090909090909091,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32011,32011,100,59,20,0,79,79,0,0.7468354430379747,0.25316455696202533,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32013,32013,100,23,0,0,23,23,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32012,32013,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32014,32014,100,3,0,0,3,3,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32015,32015,100,153,6,0,159,159,0,0.9622641509433962,0.03773584905660377,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32016,32016,100,183,9,0,192,192,0,0.953125,0.046875,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32017,32017,100,154,4,0,158,158,0,0.9746835443037974,0.02531645569620253,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32018,32018,100,112,8,0,120,120,0,0.9333333333333333,0.06666666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32019,32019,100,124,14,0,138,138,0,0.8985507246376812,0.10144927536231885,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32020,32020,100,130,15,0,145,145,0,0.896551724137931,0.10344827586206896,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32021,32021,100,168,3,0,171,171,0,0.9824561403508771,0.017543859649122806,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32022,32022,100,134,2,1,137,136,1,0.9781021897810219,0.014598540145985401,0.0072992700729927005,0.9927007299270073,0.0072992700729927005,Mojgan Cohanim Lancman RECAP,0.9927007299270073
32023,32023,100,117,4,0,121,121,0,0.9669421487603306,0.03305785123966942,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32024,32024,100,92,2,0,94,94,0,0.9787234042553191,0.02127659574468085,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32025,32025,100,151,3,0,154,154,0,0.9805194805194806,0.01948051948051948,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32026,32026,100,135,0,0,135,135,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32027,32027,100,158,5,1,164,163,1,0.9634146341463414,0.03048780487804878,0.006097560975609756,0.9939024390243902,0.006097560975609756,Mojgan Cohanim Lancman RECAP,0.9939024390243902
32028,32028,100,143,3,0,146,146,0,0.9794520547945206,0.02054794520547945,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32029,32029,100,194,9,0,203,203,0,0.9556650246305419,0.04433497536945813,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32030,32030,100,163,4,0,167,167,0,0.9760479041916168,0.023952095808383235,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32031,32031,100,172,2,0,174,174,0,0.9885057471264368,0.011494252873563218,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32032,32032,100,95,3,0,98,98,0,0.9693877551020408,0.030612244897959183,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32033,32033,100,243,4,1,248,247,1,0.9798387096774194,0.016129032258064516,0.004032258064516129,0.9959677419354839,0.004032258064516129,Mojgan Cohanim Lancman RECAP,0.9959677419354839
32034,32034,100,234,2,0,236,236,0,0.9915254237288136,0.00847457627118644,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32035,32035,100,182,2,0,184,184,0,0.9891304347826086,0.010869565217391304,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32036,32036,100,198,1,0,199,199,0,0.9949748743718593,0.005025125628140704,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32037,32037,100,90,1,1,92,91,1,0.9782608695652174,0.010869565217391304,0.010869565217391304,0.9891304347826086,0.010869565217391304,Mojgan Cohanim Lancman RECAP,0.9891304347826086
