ED,Reported As,Reporting,Jerrold L. Nadler (Working Families),Ross Brady (Conservative),Jerrold L. Nadler (Democratic),Scattered,Michael J. Dilger (Flourish),Total Votes,Jerrold L. Nadler RECAP,Ross Brady RECAP,Scattered RECAP,Michael J. Dilger RECAP,p_Jerrold L. Nadler (Working Families),p_Ross Brady (Conservative),p_Jerrold L. Nadler (Democratic),p_Scattered,p_Michael J. Dilger (Flourish),p_Jerrold L. Nadler RECAP,p_Ross Brady RECAP,p_Scattered RECAP,p_Michael J. Dilger RECAP,winner,winner_p
44001,44001,100,20,43,219,2,0,284,239,43,2,0,0.07042253521126761,0.15140845070422534,0.7711267605633803,0.007042253521126761,0.0,0.8415492957746479,0.15140845070422534,0.007042253521126761,0.0,Jerrold L. Nadler RECAP,0.8415492957746479
44002,44002,100,12,72,249,0,1,334,261,72,0,1,0.03592814371257485,0.2155688622754491,0.7455089820359282,0.0,0.0029940119760479044,0.781437125748503,0.2155688622754491,0.0,0.0029940119760479044,Jerrold L. Nadler RECAP,0.781437125748503
44003,44003,100,20,65,186,1,0,272,206,65,1,0,0.07352941176470588,0.23897058823529413,0.6838235294117647,0.003676470588235294,0.0,0.7573529411764706,0.23897058823529413,0.003676470588235294,0.0,Jerrold L. Nadler RECAP,0.7573529411764706
44004,44004,100,8,29,151,1,0,189,159,29,1,0,0.042328042328042326,0.15343915343915343,0.798941798941799,0.005291005291005291,0.0,0.8412698412698413,0.15343915343915343,0.005291005291005291,0.0,Jerrold L. Nadler RECAP,0.8412698412698413
44005,44005,100,17,34,131,2,1,185,148,34,2,1,0.0918918918918919,0.1837837837837838,0.7081081081081081,0.010810810810810811,0.005405405405405406,0.8,0.1837837837837838,0.010810810810810811,0.005405405405405406,Jerrold L. Nadler RECAP,0.8
44006,44006,100,20,39,136,2,1,198,156,39,2,1,0.10101010101010101,0.19696969696969696,0.6868686868686869,0.010101010101010102,0.005050505050505051,0.7878787878787878,0.19696969696969696,0.010101010101010102,0.005050505050505051,Jerrold L. Nadler RECAP,0.7878787878787878
44007,44007,100,31,16,112,1,0,160,143,16,1,0,0.19375,0.1,0.7,0.00625,0.0,0.89375,0.1,0.00625,0.0,Jerrold L. Nadler RECAP,0.89375
44008,44008,100,67,42,164,2,2,277,231,42,2,2,0.24187725631768953,0.15162454873646208,0.592057761732852,0.007220216606498195,0.007220216606498195,0.8339350180505415,0.15162454873646208,0.007220216606498195,0.007220216606498195,Jerrold L. Nadler RECAP,0.8339350180505415
44009,44009,100,37,9,121,0,2,169,158,9,0,2,0.21893491124260356,0.05325443786982249,0.7159763313609467,0.0,0.011834319526627219,0.9349112426035503,0.05325443786982249,0.0,0.011834319526627219,Jerrold L. Nadler RECAP,0.9349112426035503
44010,44010,100,16,16,120,0,0,152,136,16,0,0,0.10526315789473684,0.10526315789473684,0.7894736842105263,0.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.0,Jerrold L. Nadler RECAP,0.8947368421052632
44013,44013,100,2,7,34,0,0,43,36,7,0,0,0.046511627906976744,0.16279069767441862,0.7906976744186046,0.0,0.0,0.8372093023255814,0.16279069767441862,0.0,0.0,Jerrold L. Nadler RECAP,0.8372093023255814
44014,44014,100,39,22,138,0,1,200,177,22,0,1,0.195,0.11,0.69,0.0,0.005,0.885,0.11,0.0,0.005,Jerrold L. Nadler RECAP,0.885
44015,44015,100,71,36,198,0,2,307,269,36,0,2,0.23127035830618892,0.11726384364820847,0.6449511400651465,0.0,0.006514657980456026,0.8762214983713354,0.11726384364820847,0.0,0.006514657980456026,Jerrold L. Nadler RECAP,0.8762214983713354
44016,44016,100,23,12,107,0,1,143,130,12,0,1,0.16083916083916083,0.08391608391608392,0.7482517482517482,0.0,0.006993006993006993,0.9090909090909091,0.08391608391608392,0.0,0.006993006993006993,Jerrold L. Nadler RECAP,0.9090909090909091
44017,44017,100,83,39,156,0,1,279,239,39,0,1,0.2974910394265233,0.13978494623655913,0.5591397849462365,0.0,0.0035842293906810036,0.8566308243727598,0.13978494623655913,0.0,0.0035842293906810036,Jerrold L. Nadler RECAP,0.8566308243727598
44018,44018,100,63,34,139,0,0,236,202,34,0,0,0.2669491525423729,0.1440677966101695,0.5889830508474576,0.0,0.0,0.8559322033898306,0.1440677966101695,0.0,0.0,Jerrold L. Nadler RECAP,0.8559322033898306
44019,44019,100,32,27,188,0,0,247,220,27,0,0,0.12955465587044535,0.10931174089068826,0.7611336032388664,0.0,0.0,0.8906882591093117,0.10931174089068826,0.0,0.0,Jerrold L. Nadler RECAP,0.8906882591093117
44020,44020,100,15,24,87,0,1,127,102,24,0,1,0.11811023622047244,0.1889763779527559,0.6850393700787402,0.0,0.007874015748031496,0.8031496062992126,0.1889763779527559,0.0,0.007874015748031496,Jerrold L. Nadler RECAP,0.8031496062992126
44021,44021,100,2,8,33,0,0,43,35,8,0,0,0.046511627906976744,0.18604651162790697,0.7674418604651163,0.0,0.0,0.813953488372093,0.18604651162790697,0.0,0.0,Jerrold L. Nadler RECAP,0.813953488372093
44022,44022,100,2,2,8,0,0,12,10,2,0,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,Jerrold L. Nadler RECAP,0.8333333333333334
44023,44023,100,13,34,91,0,1,139,104,34,0,1,0.09352517985611511,0.2446043165467626,0.6546762589928058,0.0,0.007194244604316547,0.7482014388489209,0.2446043165467626,0.0,0.007194244604316547,Jerrold L. Nadler RECAP,0.7482014388489209
44039,44039,100,27,11,110,0,2,150,137,11,0,2,0.18,0.07333333333333333,0.7333333333333333,0.0,0.013333333333333334,0.9133333333333333,0.07333333333333333,0.0,0.013333333333333334,Jerrold L. Nadler RECAP,0.9133333333333333
44040,44040,100,1,0,25,0,0,26,26,0,0,0,0.038461538461538464,0.0,0.9615384615384616,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
44042,44042,100,35,25,107,0,2,169,142,25,0,2,0.20710059171597633,0.14792899408284024,0.6331360946745562,0.0,0.011834319526627219,0.8402366863905325,0.14792899408284024,0.0,0.011834319526627219,Jerrold L. Nadler RECAP,0.8402366863905325
44043,44043,100,42,37,168,0,1,248,210,37,0,1,0.1693548387096774,0.14919354838709678,0.6774193548387096,0.0,0.004032258064516129,0.8467741935483871,0.14919354838709678,0.0,0.004032258064516129,Jerrold L. Nadler RECAP,0.8467741935483871
44044,44044,100,19,18,65,0,0,102,84,18,0,0,0.18627450980392157,0.17647058823529413,0.6372549019607843,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.0,Jerrold L. Nadler RECAP,0.8235294117647058
44045,44045,100,36,13,82,0,1,132,118,13,0,1,0.2727272727272727,0.09848484848484848,0.6212121212121212,0.0,0.007575757575757576,0.8939393939393939,0.09848484848484848,0.0,0.007575757575757576,Jerrold L. Nadler RECAP,0.8939393939393939
44046,44046,100,26,3,75,0,1,105,101,3,0,1,0.24761904761904763,0.02857142857142857,0.7142857142857143,0.0,0.009523809523809525,0.9619047619047619,0.02857142857142857,0.0,0.009523809523809525,Jerrold L. Nadler RECAP,0.9619047619047619
44047,44047,100,5,3,26,0,1,35,31,3,0,1,0.14285714285714285,0.08571428571428572,0.7428571428571429,0.0,0.02857142857142857,0.8857142857142857,0.08571428571428572,0.0,0.02857142857142857,Jerrold L. Nadler RECAP,0.8857142857142857
44081,44081,100,9,33,71,0,0,113,80,33,0,0,0.07964601769911504,0.2920353982300885,0.6283185840707964,0.0,0.0,0.7079646017699115,0.2920353982300885,0.0,0.0,Jerrold L. Nadler RECAP,0.7079646017699115
45006,45006,100,11,79,132,0,0,222,143,79,0,0,0.04954954954954955,0.35585585585585583,0.5945945945945946,0.0,0.0,0.6441441441441441,0.35585585585585583,0.0,0.0,Jerrold L. Nadler RECAP,0.6441441441441441
45018,45018,100,0,2,9,0,0,11,9,2,0,0,0.0,0.18181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0,Jerrold L. Nadler RECAP,0.8181818181818182
47003,47003,100,14,34,89,2,0,139,103,34,2,0,0.10071942446043165,0.2446043165467626,0.6402877697841727,0.014388489208633094,0.0,0.7410071942446043,0.2446043165467626,0.014388489208633094,0.0,Jerrold L. Nadler RECAP,0.7410071942446043
47004,47004,100,2,1,2,0,0,5,4,1,0,0,0.4,0.2,0.4,0.0,0.0,0.8,0.2,0.0,0.0,Jerrold L. Nadler RECAP,0.8
47010,47010,100,0,7,19,0,0,26,19,7,0,0,0.0,0.2692307692307692,0.7307692307692307,0.0,0.0,0.7307692307692307,0.2692307692307692,0.0,0.0,Jerrold L. Nadler RECAP,0.7307692307692307
47020,47020,100,14,22,66,0,2,104,80,22,0,2,0.1346153846153846,0.21153846153846154,0.6346153846153846,0.0,0.019230769230769232,0.7692307692307693,0.21153846153846154,0.0,0.019230769230769232,Jerrold L. Nadler RECAP,0.7692307692307693
47021,47021,100,4,39,80,1,0,124,84,39,1,0,0.03225806451612903,0.31451612903225806,0.6451612903225806,0.008064516129032258,0.0,0.6774193548387096,0.31451612903225806,0.008064516129032258,0.0,Jerrold L. Nadler RECAP,0.6774193548387096
47022,47022,100,12,24,39,0,0,75,51,24,0,0,0.16,0.32,0.52,0.0,0.0,0.68,0.32,0.0,0.0,Jerrold L. Nadler RECAP,0.68
47023,47023,100,7,30,83,0,1,121,90,30,0,1,0.05785123966942149,0.24793388429752067,0.6859504132231405,0.0,0.008264462809917356,0.743801652892562,0.24793388429752067,0.0,0.008264462809917356,Jerrold L. Nadler RECAP,0.743801652892562
47024,47024,100,14,29,98,0,1,142,112,29,0,1,0.09859154929577464,0.20422535211267606,0.6901408450704225,0.0,0.007042253521126761,0.7887323943661971,0.20422535211267606,0.0,0.007042253521126761,Jerrold L. Nadler RECAP,0.7887323943661971
47025,47025,100,13,33,92,0,2,140,105,33,0,2,0.09285714285714286,0.2357142857142857,0.6571428571428571,0.0,0.014285714285714285,0.75,0.2357142857142857,0.0,0.014285714285714285,Jerrold L. Nadler RECAP,0.75
47026,47026,100,12,41,100,1,1,155,112,41,1,1,0.07741935483870968,0.2645161290322581,0.6451612903225806,0.0064516129032258064,0.0064516129032258064,0.7225806451612903,0.2645161290322581,0.0064516129032258064,0.0064516129032258064,Jerrold L. Nadler RECAP,0.7225806451612903
47027,47027,100,5,37,104,1,1,148,109,37,1,1,0.033783783783783786,0.25,0.7027027027027027,0.006756756756756757,0.006756756756756757,0.7364864864864865,0.25,0.006756756756756757,0.006756756756756757,Jerrold L. Nadler RECAP,0.7364864864864865
47028,47028,100,10,25,95,0,1,131,105,25,0,1,0.07633587786259542,0.19083969465648856,0.7251908396946565,0.0,0.007633587786259542,0.8015267175572519,0.19083969465648856,0.0,0.007633587786259542,Jerrold L. Nadler RECAP,0.8015267175572519
47029,47029,100,13,55,87,1,2,158,100,55,1,2,0.08227848101265822,0.34810126582278483,0.5506329113924051,0.006329113924050633,0.012658227848101266,0.6329113924050633,0.34810126582278483,0.006329113924050633,0.012658227848101266,Jerrold L. Nadler RECAP,0.6329113924050633
47030,47030,100,4,15,52,0,1,72,56,15,0,1,0.05555555555555555,0.20833333333333334,0.7222222222222222,0.0,0.013888888888888888,0.7777777777777778,0.20833333333333334,0.0,0.013888888888888888,Jerrold L. Nadler RECAP,0.7777777777777778
47031,47031,100,11,19,96,0,1,127,107,19,0,1,0.08661417322834646,0.14960629921259844,0.7559055118110236,0.0,0.007874015748031496,0.84251968503937,0.14960629921259844,0.0,0.007874015748031496,Jerrold L. Nadler RECAP,0.84251968503937
47033,47033,100,6,12,43,0,1,62,49,12,0,1,0.0967741935483871,0.1935483870967742,0.6935483870967742,0.0,0.016129032258064516,0.7903225806451613,0.1935483870967742,0.0,0.016129032258064516,Jerrold L. Nadler RECAP,0.7903225806451613
47034,47034,100,4,22,32,0,0,58,36,22,0,0,0.06896551724137931,0.3793103448275862,0.5517241379310345,0.0,0.0,0.6206896551724138,0.3793103448275862,0.0,0.0,Jerrold L. Nadler RECAP,0.6206896551724138
47035,47035,100,0,0,1,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
47036,47036,100,11,29,56,0,0,96,67,29,0,0,0.11458333333333333,0.3020833333333333,0.5833333333333334,0.0,0.0,0.6979166666666666,0.3020833333333333,0.0,0.0,Jerrold L. Nadler RECAP,0.6979166666666666
47037,47037,100,5,9,41,0,1,56,46,9,0,1,0.08928571428571429,0.16071428571428573,0.7321428571428571,0.0,0.017857142857142856,0.8214285714285714,0.16071428571428573,0.0,0.017857142857142856,Jerrold L. Nadler RECAP,0.8214285714285714
47039,47039,100,6,30,34,1,0,71,40,30,1,0,0.08450704225352113,0.4225352112676056,0.4788732394366197,0.014084507042253521,0.0,0.5633802816901409,0.4225352112676056,0.014084507042253521,0.0,Jerrold L. Nadler RECAP,0.5633802816901409
47040,47040,100,4,16,30,0,0,50,34,16,0,0,0.08,0.32,0.6,0.0,0.0,0.68,0.32,0.0,0.0,Jerrold L. Nadler RECAP,0.68
47042,47042,100,3,20,19,1,0,43,22,20,1,0,0.06976744186046512,0.46511627906976744,0.4418604651162791,0.023255813953488372,0.0,0.5116279069767442,0.46511627906976744,0.023255813953488372,0.0,Jerrold L. Nadler RECAP,0.5116279069767442
47043,47043,100,6,23,53,2,1,85,59,23,2,1,0.07058823529411765,0.27058823529411763,0.6235294117647059,0.023529411764705882,0.011764705882352941,0.6941176470588235,0.27058823529411763,0.023529411764705882,0.011764705882352941,Jerrold L. Nadler RECAP,0.6941176470588235
47044,47044,100,9,35,101,0,0,145,110,35,0,0,0.06206896551724138,0.2413793103448276,0.696551724137931,0.0,0.0,0.7586206896551724,0.2413793103448276,0.0,0.0,Jerrold L. Nadler RECAP,0.7586206896551724
47045,47045,100,6,28,55,0,1,90,61,28,0,1,0.06666666666666667,0.3111111111111111,0.6111111111111112,0.0,0.011111111111111112,0.6777777777777778,0.3111111111111111,0.0,0.011111111111111112,Jerrold L. Nadler RECAP,0.6777777777777778
47046,47046,100,8,34,74,1,1,118,82,34,1,1,0.06779661016949153,0.288135593220339,0.6271186440677966,0.00847457627118644,0.00847457627118644,0.6949152542372882,0.288135593220339,0.00847457627118644,0.00847457627118644,Jerrold L. Nadler RECAP,0.6949152542372882
47047,47047,100,11,59,73,0,0,143,84,59,0,0,0.07692307692307693,0.4125874125874126,0.5104895104895105,0.0,0.0,0.5874125874125874,0.4125874125874126,0.0,0.0,Jerrold L. Nadler RECAP,0.5874125874125874
47050,47050,100,16,33,89,1,1,140,105,33,1,1,0.11428571428571428,0.2357142857142857,0.6357142857142857,0.007142857142857143,0.007142857142857143,0.75,0.2357142857142857,0.007142857142857143,0.007142857142857143,Jerrold L. Nadler RECAP,0.75
47051,47051,100,12,22,64,1,0,99,76,22,1,0,0.12121212121212122,0.2222222222222222,0.6464646464646465,0.010101010101010102,0.0,0.7676767676767676,0.2222222222222222,0.010101010101010102,0.0,Jerrold L. Nadler RECAP,0.7676767676767676
47052,47052,100,9,15,37,0,1,62,46,15,0,1,0.14516129032258066,0.24193548387096775,0.5967741935483871,0.0,0.016129032258064516,0.7419354838709677,0.24193548387096775,0.0,0.016129032258064516,Jerrold L. Nadler RECAP,0.7419354838709677
47069,47069,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
47070,47070,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
48002,48002,100,1,12,42,2,0,57,43,12,2,0,0.017543859649122806,0.21052631578947367,0.7368421052631579,0.03508771929824561,0.0,0.7543859649122807,0.21052631578947367,0.03508771929824561,0.0,Jerrold L. Nadler RECAP,0.7543859649122807
48003,48003,100,14,53,160,0,0,227,174,53,0,0,0.06167400881057269,0.23348017621145375,0.7048458149779736,0.0,0.0,0.7665198237885462,0.23348017621145375,0.0,0.0,Jerrold L. Nadler RECAP,0.7665198237885462
48004,48004,100,18,36,155,1,2,212,173,36,1,2,0.08490566037735849,0.16981132075471697,0.7311320754716981,0.0047169811320754715,0.009433962264150943,0.8160377358490566,0.16981132075471697,0.0047169811320754715,0.009433962264150943,Jerrold L. Nadler RECAP,0.8160377358490566
48005,48005,100,12,52,191,1,0,256,203,52,1,0,0.046875,0.203125,0.74609375,0.00390625,0.0,0.79296875,0.203125,0.00390625,0.0,Jerrold L. Nadler RECAP,0.79296875
48006,48006,100,12,39,161,1,1,214,173,39,1,1,0.056074766355140186,0.1822429906542056,0.7523364485981309,0.004672897196261682,0.004672897196261682,0.8084112149532711,0.1822429906542056,0.004672897196261682,0.004672897196261682,Jerrold L. Nadler RECAP,0.8084112149532711
48007,48007,100,22,53,138,1,1,215,160,53,1,1,0.10232558139534884,0.24651162790697675,0.641860465116279,0.004651162790697674,0.004651162790697674,0.7441860465116279,0.24651162790697675,0.004651162790697674,0.004651162790697674,Jerrold L. Nadler RECAP,0.7441860465116279
48008,48008,100,3,12,38,0,0,53,41,12,0,0,0.05660377358490566,0.22641509433962265,0.7169811320754716,0.0,0.0,0.7735849056603774,0.22641509433962265,0.0,0.0,Jerrold L. Nadler RECAP,0.7735849056603774
48009,48009,100,15,70,204,1,0,290,219,70,1,0,0.05172413793103448,0.2413793103448276,0.7034482758620689,0.0034482758620689655,0.0,0.7551724137931034,0.2413793103448276,0.0034482758620689655,0.0,Jerrold L. Nadler RECAP,0.7551724137931034
48010,48010,100,12,60,243,1,1,317,255,60,1,1,0.03785488958990536,0.1892744479495268,0.7665615141955836,0.0031545741324921135,0.0031545741324921135,0.804416403785489,0.1892744479495268,0.0031545741324921135,0.0031545741324921135,Jerrold L. Nadler RECAP,0.804416403785489
48011,48011,100,5,33,198,0,0,236,203,33,0,0,0.0211864406779661,0.13983050847457626,0.8389830508474576,0.0,0.0,0.8601694915254238,0.13983050847457626,0.0,0.0,Jerrold L. Nadler RECAP,0.8601694915254238
48012,48012,100,12,39,242,0,0,293,254,39,0,0,0.040955631399317405,0.13310580204778158,0.825938566552901,0.0,0.0,0.8668941979522184,0.13310580204778158,0.0,0.0,Jerrold L. Nadler RECAP,0.8668941979522184
48013,48013,100,15,57,249,4,1,326,264,57,4,1,0.046012269938650305,0.17484662576687116,0.7638036809815951,0.012269938650306749,0.003067484662576687,0.8098159509202454,0.17484662576687116,0.012269938650306749,0.003067484662576687,Jerrold L. Nadler RECAP,0.8098159509202454
48014,48014,100,21,73,185,0,1,280,206,73,0,1,0.075,0.26071428571428573,0.6607142857142857,0.0,0.0035714285714285713,0.7357142857142858,0.26071428571428573,0.0,0.0035714285714285713,Jerrold L. Nadler RECAP,0.7357142857142858
48015,48015,100,12,39,215,0,0,266,227,39,0,0,0.045112781954887216,0.14661654135338345,0.8082706766917294,0.0,0.0,0.8533834586466166,0.14661654135338345,0.0,0.0,Jerrold L. Nadler RECAP,0.8533834586466166
48016,48016,100,13,62,171,0,1,247,184,62,0,1,0.05263157894736842,0.25101214574898784,0.6923076923076923,0.0,0.004048582995951417,0.7449392712550608,0.25101214574898784,0.0,0.004048582995951417,Jerrold L. Nadler RECAP,0.7449392712550608
48017,48017,100,18,80,251,0,0,349,269,80,0,0,0.05157593123209169,0.22922636103151864,0.7191977077363897,0.0,0.0,0.7707736389684814,0.22922636103151864,0.0,0.0,Jerrold L. Nadler RECAP,0.7707736389684814
48018,48018,100,14,66,297,1,0,378,311,66,1,0,0.037037037037037035,0.1746031746031746,0.7857142857142857,0.0026455026455026454,0.0,0.8227513227513228,0.1746031746031746,0.0026455026455026454,0.0,Jerrold L. Nadler RECAP,0.8227513227513228
48019,48019,100,16,48,254,1,1,320,270,48,1,1,0.05,0.15,0.79375,0.003125,0.003125,0.84375,0.15,0.003125,0.003125,Jerrold L. Nadler RECAP,0.84375
48020,48020,100,23,68,316,1,1,409,339,68,1,1,0.05623471882640587,0.16625916870415647,0.7726161369193154,0.0024449877750611247,0.0024449877750611247,0.8288508557457213,0.16625916870415647,0.0024449877750611247,0.0024449877750611247,Jerrold L. Nadler RECAP,0.8288508557457213
48021,48021,100,19,54,232,1,0,306,251,54,1,0,0.06209150326797386,0.17647058823529413,0.7581699346405228,0.0032679738562091504,0.0,0.8202614379084967,0.17647058823529413,0.0032679738562091504,0.0,Jerrold L. Nadler RECAP,0.8202614379084967
48022,48022,100,17,56,285,0,0,358,302,56,0,0,0.04748603351955307,0.1564245810055866,0.7960893854748603,0.0,0.0,0.8435754189944135,0.1564245810055866,0.0,0.0,Jerrold L. Nadler RECAP,0.8435754189944135
48023,48023,100,15,66,198,0,0,279,213,66,0,0,0.053763440860215055,0.23655913978494625,0.7096774193548387,0.0,0.0,0.7634408602150538,0.23655913978494625,0.0,0.0,Jerrold L. Nadler RECAP,0.7634408602150538
48024,48024,100,9,75,190,0,1,275,199,75,0,1,0.03272727272727273,0.2727272727272727,0.6909090909090909,0.0,0.0036363636363636364,0.7236363636363636,0.2727272727272727,0.0,0.0036363636363636364,Jerrold L. Nadler RECAP,0.7236363636363636
48025,48025,100,11,74,263,4,0,352,274,74,4,0,0.03125,0.21022727272727273,0.7471590909090909,0.011363636363636364,0.0,0.7784090909090909,0.21022727272727273,0.011363636363636364,0.0,Jerrold L. Nadler RECAP,0.7784090909090909
48026,48026,100,14,68,224,1,1,308,238,68,1,1,0.045454545454545456,0.22077922077922077,0.7272727272727273,0.003246753246753247,0.003246753246753247,0.7727272727272727,0.22077922077922077,0.003246753246753247,0.003246753246753247,Jerrold L. Nadler RECAP,0.7727272727272727
48027,48027,100,8,54,258,1,0,321,266,54,1,0,0.024922118380062305,0.16822429906542055,0.8037383177570093,0.003115264797507788,0.0,0.8286604361370716,0.16822429906542055,0.003115264797507788,0.0,Jerrold L. Nadler RECAP,0.8286604361370716
48028,48028,100,16,85,212,3,2,318,228,85,3,2,0.050314465408805034,0.2672955974842767,0.6666666666666666,0.009433962264150943,0.006289308176100629,0.7169811320754716,0.2672955974842767,0.009433962264150943,0.006289308176100629,Jerrold L. Nadler RECAP,0.7169811320754716
48029,48029,100,27,81,190,3,0,301,217,81,3,0,0.08970099667774087,0.2691029900332226,0.6312292358803987,0.009966777408637873,0.0,0.7209302325581395,0.2691029900332226,0.009966777408637873,0.0,Jerrold L. Nadler RECAP,0.7209302325581395
48030,48030,100,15,61,232,0,1,309,247,61,0,1,0.04854368932038835,0.19741100323624594,0.7508090614886731,0.0,0.003236245954692557,0.7993527508090615,0.19741100323624594,0.0,0.003236245954692557,Jerrold L. Nadler RECAP,0.7993527508090615
48031,48031,100,9,30,92,0,0,131,101,30,0,0,0.06870229007633588,0.22900763358778625,0.7022900763358778,0.0,0.0,0.7709923664122137,0.22900763358778625,0.0,0.0,Jerrold L. Nadler RECAP,0.7709923664122137
48032,48032,100,13,59,200,2,0,274,213,59,2,0,0.04744525547445255,0.21532846715328466,0.7299270072992701,0.0072992700729927005,0.0,0.7773722627737226,0.21532846715328466,0.0072992700729927005,0.0,Jerrold L. Nadler RECAP,0.7773722627737226
48033,48033,100,4,39,74,0,0,117,78,39,0,0,0.03418803418803419,0.3333333333333333,0.6324786324786325,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,Jerrold L. Nadler RECAP,0.6666666666666666
48034,48034,100,7,20,55,0,0,82,62,20,0,0,0.08536585365853659,0.24390243902439024,0.6707317073170732,0.0,0.0,0.7560975609756098,0.24390243902439024,0.0,0.0,Jerrold L. Nadler RECAP,0.7560975609756098
48035,48035,100,3,5,10,0,0,18,13,5,0,0,0.16666666666666666,0.2777777777777778,0.5555555555555556,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,0.0,Jerrold L. Nadler RECAP,0.7222222222222222
48036,48036,100,11,20,69,0,0,100,80,20,0,0,0.11,0.2,0.69,0.0,0.0,0.8,0.2,0.0,0.0,Jerrold L. Nadler RECAP,0.8
48037,48037,100,1,27,43,0,0,71,44,27,0,0,0.014084507042253521,0.38028169014084506,0.6056338028169014,0.0,0.0,0.6197183098591549,0.38028169014084506,0.0,0.0,Jerrold L. Nadler RECAP,0.6197183098591549
48038,48038,100,8,23,26,1,0,58,34,23,1,0,0.13793103448275862,0.39655172413793105,0.4482758620689655,0.017241379310344827,0.0,0.5862068965517241,0.39655172413793105,0.017241379310344827,0.0,Jerrold L. Nadler RECAP,0.5862068965517241
48039,48039,100,3,33,90,0,0,126,93,33,0,0,0.023809523809523808,0.2619047619047619,0.7142857142857143,0.0,0.0,0.7380952380952381,0.2619047619047619,0.0,0.0,Jerrold L. Nadler RECAP,0.7380952380952381
48040,48040,100,15,52,141,0,0,208,156,52,0,0,0.07211538461538461,0.25,0.6778846153846154,0.0,0.0,0.75,0.25,0.0,0.0,Jerrold L. Nadler RECAP,0.75
48041,48041,100,4,25,40,0,0,69,44,25,0,0,0.057971014492753624,0.36231884057971014,0.5797101449275363,0.0,0.0,0.6376811594202898,0.36231884057971014,0.0,0.0,Jerrold L. Nadler RECAP,0.6376811594202898
48042,48042,100,11,51,99,0,0,161,110,51,0,0,0.06832298136645963,0.3167701863354037,0.6149068322981367,0.0,0.0,0.6832298136645962,0.3167701863354037,0.0,0.0,Jerrold L. Nadler RECAP,0.6832298136645962
48043,48043,100,12,49,97,0,1,159,109,49,0,1,0.07547169811320754,0.3081761006289308,0.610062893081761,0.0,0.006289308176100629,0.6855345911949685,0.3081761006289308,0.0,0.006289308176100629,Jerrold L. Nadler RECAP,0.6855345911949685
48044,48044,100,8,21,70,0,0,99,78,21,0,0,0.08080808080808081,0.21212121212121213,0.7070707070707071,0.0,0.0,0.7878787878787878,0.21212121212121213,0.0,0.0,Jerrold L. Nadler RECAP,0.7878787878787878
48045,48045,100,6,28,41,0,0,75,47,28,0,0,0.08,0.37333333333333335,0.5466666666666666,0.0,0.0,0.6266666666666667,0.37333333333333335,0.0,0.0,Jerrold L. Nadler RECAP,0.6266666666666667
48046,48046,100,16,46,106,0,0,168,122,46,0,0,0.09523809523809523,0.27380952380952384,0.6309523809523809,0.0,0.0,0.7261904761904762,0.27380952380952384,0.0,0.0,Jerrold L. Nadler RECAP,0.7261904761904762
48047,48047,100,16,66,125,1,1,209,141,66,1,1,0.07655502392344497,0.3157894736842105,0.5980861244019139,0.004784688995215311,0.004784688995215311,0.6746411483253588,0.3157894736842105,0.004784688995215311,0.004784688995215311,Jerrold L. Nadler RECAP,0.6746411483253588
48048,48048,100,11,65,122,0,1,199,133,65,0,1,0.05527638190954774,0.32663316582914576,0.6130653266331658,0.0,0.005025125628140704,0.6683417085427136,0.32663316582914576,0.0,0.005025125628140704,Jerrold L. Nadler RECAP,0.6683417085427136
48050,48050,100,6,42,97,0,0,145,103,42,0,0,0.041379310344827586,0.2896551724137931,0.6689655172413793,0.0,0.0,0.7103448275862069,0.2896551724137931,0.0,0.0,Jerrold L. Nadler RECAP,0.7103448275862069
48051,48051,100,13,36,95,0,1,145,108,36,0,1,0.0896551724137931,0.2482758620689655,0.6551724137931034,0.0,0.006896551724137931,0.7448275862068966,0.2482758620689655,0.0,0.006896551724137931,Jerrold L. Nadler RECAP,0.7448275862068966
48052,48052,100,8,40,94,0,0,142,102,40,0,0,0.056338028169014086,0.28169014084507044,0.6619718309859155,0.0,0.0,0.7183098591549296,0.28169014084507044,0.0,0.0,Jerrold L. Nadler RECAP,0.7183098591549296
48059,48059,100,20,75,158,0,0,253,178,75,0,0,0.07905138339920949,0.2964426877470356,0.6245059288537549,0.0,0.0,0.7035573122529645,0.2964426877470356,0.0,0.0,Jerrold L. Nadler RECAP,0.7035573122529645
48060,48060,100,27,84,151,0,0,262,178,84,0,0,0.10305343511450382,0.32061068702290074,0.5763358778625954,0.0,0.0,0.6793893129770993,0.32061068702290074,0.0,0.0,Jerrold L. Nadler RECAP,0.6793893129770993
