ED,Reported As,Reporting,Joy F. Campanelli (Democratic),Vincent F. Martusciello (Conservative),Scattered,Total Votes,Joy F. Campanelli RECAP,Vincent F. Martusciello RECAP,Scattered RECAP,p_Joy F. Campanelli (Democratic),p_Vincent F. Martusciello (Conservative),p_Scattered,p_Joy F. Campanelli RECAP,p_Vincent F. Martusciello RECAP,p_Scattered RECAP,winner,winner_p
56066,56066,100,42,3,0,45,42,3,0,0.9333333333333333,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.0,Joy F. Campanelli RECAP,0.9333333333333333
56067,56067,100,69,3,0,72,69,3,0,0.9583333333333334,0.041666666666666664,0.0,0.9583333333333334,0.041666666666666664,0.0,Joy F. Campanelli RECAP,0.9583333333333334
56068,56068,100,186,5,0,191,186,5,0,0.9738219895287958,0.02617801047120419,0.0,0.9738219895287958,0.02617801047120419,0.0,Joy F. Campanelli RECAP,0.9738219895287958
56069,56069,100,165,5,0,170,165,5,0,0.9705882352941176,0.029411764705882353,0.0,0.9705882352941176,0.029411764705882353,0.0,Joy F. Campanelli RECAP,0.9705882352941176
56070,56070,100,151,3,0,154,151,3,0,0.9805194805194806,0.01948051948051948,0.0,0.9805194805194806,0.01948051948051948,0.0,Joy F. Campanelli RECAP,0.9805194805194806
56071,56071,100,181,7,0,188,181,7,0,0.9627659574468085,0.03723404255319149,0.0,0.9627659574468085,0.03723404255319149,0.0,Joy F. Campanelli RECAP,0.9627659574468085
56072,56072,100,249,4,0,253,249,4,0,0.9841897233201581,0.015810276679841896,0.0,0.9841897233201581,0.015810276679841896,0.0,Joy F. Campanelli RECAP,0.9841897233201581
56073,56073,100,86,0,0,86,86,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
56074,56074,100,132,2,0,134,132,2,0,0.9850746268656716,0.014925373134328358,0.0,0.9850746268656716,0.014925373134328358,0.0,Joy F. Campanelli RECAP,0.9850746268656716
56075,56075,100,102,1,0,103,102,1,0,0.9902912621359223,0.009708737864077669,0.0,0.9902912621359223,0.009708737864077669,0.0,Joy F. Campanelli RECAP,0.9902912621359223
56076,56076,100,83,0,0,83,83,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
56077,56077,100,192,6,0,198,192,6,0,0.9696969696969697,0.030303030303030304,0.0,0.9696969696969697,0.030303030303030304,0.0,Joy F. Campanelli RECAP,0.9696969696969697
56078,56078,100,139,8,0,147,139,8,0,0.9455782312925171,0.05442176870748299,0.0,0.9455782312925171,0.05442176870748299,0.0,Joy F. Campanelli RECAP,0.9455782312925171
56079,56079,100,136,4,0,140,136,4,0,0.9714285714285714,0.02857142857142857,0.0,0.9714285714285714,0.02857142857142857,0.0,Joy F. Campanelli RECAP,0.9714285714285714
56080,56080,100,104,4,0,108,104,4,0,0.9629629629629629,0.037037037037037035,0.0,0.9629629629629629,0.037037037037037035,0.0,Joy F. Campanelli RECAP,0.9629629629629629
56081,56081,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
56082,56082,100,118,2,0,120,118,2,0,0.9833333333333333,0.016666666666666666,0.0,0.9833333333333333,0.016666666666666666,0.0,Joy F. Campanelli RECAP,0.9833333333333333
57001,57001,100,107,4,0,111,107,4,0,0.963963963963964,0.036036036036036036,0.0,0.963963963963964,0.036036036036036036,0.0,Joy F. Campanelli RECAP,0.963963963963964
57002,57002,100,132,4,0,136,132,4,0,0.9705882352941176,0.029411764705882353,0.0,0.9705882352941176,0.029411764705882353,0.0,Joy F. Campanelli RECAP,0.9705882352941176
57003,57003,100,140,4,0,144,140,4,0,0.9722222222222222,0.027777777777777776,0.0,0.9722222222222222,0.027777777777777776,0.0,Joy F. Campanelli RECAP,0.9722222222222222
57004,57004,100,69,2,0,71,69,2,0,0.971830985915493,0.028169014084507043,0.0,0.971830985915493,0.028169014084507043,0.0,Joy F. Campanelli RECAP,0.971830985915493
57005,57005,100,35,2,0,37,35,2,0,0.9459459459459459,0.05405405405405406,0.0,0.9459459459459459,0.05405405405405406,0.0,Joy F. Campanelli RECAP,0.9459459459459459
57006,57006,100,154,2,0,156,154,2,0,0.9871794871794872,0.01282051282051282,0.0,0.9871794871794872,0.01282051282051282,0.0,Joy F. Campanelli RECAP,0.9871794871794872
57007,57007,100,153,5,0,158,153,5,0,0.9683544303797469,0.03164556962025317,0.0,0.9683544303797469,0.03164556962025317,0.0,Joy F. Campanelli RECAP,0.9683544303797469
57008,57008,100,116,2,0,118,116,2,0,0.9830508474576272,0.01694915254237288,0.0,0.9830508474576272,0.01694915254237288,0.0,Joy F. Campanelli RECAP,0.9830508474576272
57009,57009,100,146,7,0,153,146,7,0,0.954248366013072,0.0457516339869281,0.0,0.954248366013072,0.0457516339869281,0.0,Joy F. Campanelli RECAP,0.954248366013072
57010,57010,100,234,10,1,245,234,10,1,0.9551020408163265,0.04081632653061224,0.004081632653061225,0.9551020408163265,0.04081632653061224,0.004081632653061225,Joy F. Campanelli RECAP,0.9551020408163265
57011,57011,100,210,6,0,216,210,6,0,0.9722222222222222,0.027777777777777776,0.0,0.9722222222222222,0.027777777777777776,0.0,Joy F. Campanelli RECAP,0.9722222222222222
57012,57012,100,166,1,0,167,166,1,0,0.9940119760479041,0.005988023952095809,0.0,0.9940119760479041,0.005988023952095809,0.0,Joy F. Campanelli RECAP,0.9940119760479041
57013,57013,100,53,1,0,54,53,1,0,0.9814814814814815,0.018518518518518517,0.0,0.9814814814814815,0.018518518518518517,0.0,Joy F. Campanelli RECAP,0.9814814814814815
57014,57014,100,107,3,0,110,107,3,0,0.9727272727272728,0.02727272727272727,0.0,0.9727272727272728,0.02727272727272727,0.0,Joy F. Campanelli RECAP,0.9727272727272728
57015,57015,100,211,3,0,214,211,3,0,0.985981308411215,0.014018691588785047,0.0,0.985981308411215,0.014018691588785047,0.0,Joy F. Campanelli RECAP,0.985981308411215
57016,57016,100,268,7,1,276,268,7,1,0.9710144927536232,0.025362318840579712,0.0036231884057971015,0.9710144927536232,0.025362318840579712,0.0036231884057971015,Joy F. Campanelli RECAP,0.9710144927536232
57017,57017,100,326,11,0,337,326,11,0,0.9673590504451038,0.032640949554896145,0.0,0.9673590504451038,0.032640949554896145,0.0,Joy F. Campanelli RECAP,0.9673590504451038
57018,57018,100,352,10,0,362,352,10,0,0.9723756906077348,0.027624309392265192,0.0,0.9723756906077348,0.027624309392265192,0.0,Joy F. Campanelli RECAP,0.9723756906077348
57019,57019,100,25,5,0,30,25,5,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,Joy F. Campanelli RECAP,0.8333333333333334
57020,57019,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
57021,57021,100,182,15,0,197,182,15,0,0.9238578680203046,0.07614213197969544,0.0,0.9238578680203046,0.07614213197969544,0.0,Joy F. Campanelli RECAP,0.9238578680203046
57022,57022,100,162,4,0,166,162,4,0,0.9759036144578314,0.024096385542168676,0.0,0.9759036144578314,0.024096385542168676,0.0,Joy F. Campanelli RECAP,0.9759036144578314
57023,57023,100,34,3,0,37,34,3,0,0.918918918918919,0.08108108108108109,0.0,0.918918918918919,0.08108108108108109,0.0,Joy F. Campanelli RECAP,0.918918918918919
57024,57024,100,250,19,0,269,250,19,0,0.929368029739777,0.07063197026022305,0.0,0.929368029739777,0.07063197026022305,0.0,Joy F. Campanelli RECAP,0.929368029739777
57025,57025,100,196,8,0,204,196,8,0,0.9607843137254902,0.0392156862745098,0.0,0.9607843137254902,0.0392156862745098,0.0,Joy F. Campanelli RECAP,0.9607843137254902
57026,57026,100,263,9,1,273,263,9,1,0.9633699633699634,0.03296703296703297,0.003663003663003663,0.9633699633699634,0.03296703296703297,0.003663003663003663,Joy F. Campanelli RECAP,0.9633699633699634
57027,57027,100,190,6,0,196,190,6,0,0.9693877551020408,0.030612244897959183,0.0,0.9693877551020408,0.030612244897959183,0.0,Joy F. Campanelli RECAP,0.9693877551020408
57028,57028,100,200,6,0,206,200,6,0,0.970873786407767,0.02912621359223301,0.0,0.970873786407767,0.02912621359223301,0.0,Joy F. Campanelli RECAP,0.970873786407767
57029,57029,100,212,5,1,218,212,5,1,0.9724770642201835,0.022935779816513763,0.0045871559633027525,0.9724770642201835,0.022935779816513763,0.0045871559633027525,Joy F. Campanelli RECAP,0.9724770642201835
57030,57030,100,237,2,0,239,237,2,0,0.9916317991631799,0.008368200836820083,0.0,0.9916317991631799,0.008368200836820083,0.0,Joy F. Campanelli RECAP,0.9916317991631799
57031,57031,100,321,5,1,327,321,5,1,0.981651376146789,0.01529051987767584,0.0030581039755351682,0.981651376146789,0.01529051987767584,0.0030581039755351682,Joy F. Campanelli RECAP,0.981651376146789
57032,57032,100,96,0,0,96,96,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
57033,57033,100,173,0,0,173,173,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
57034,57034,100,330,6,0,336,330,6,0,0.9821428571428571,0.017857142857142856,0.0,0.9821428571428571,0.017857142857142856,0.0,Joy F. Campanelli RECAP,0.9821428571428571
57035,57035,100,243,3,0,246,243,3,0,0.9878048780487805,0.012195121951219513,0.0,0.9878048780487805,0.012195121951219513,0.0,Joy F. Campanelli RECAP,0.9878048780487805
57036,57036,100,218,5,0,223,218,5,0,0.9775784753363229,0.02242152466367713,0.0,0.9775784753363229,0.02242152466367713,0.0,Joy F. Campanelli RECAP,0.9775784753363229
57037,57037,100,186,1,0,187,186,1,0,0.9946524064171123,0.0053475935828877,0.0,0.9946524064171123,0.0053475935828877,0.0,Joy F. Campanelli RECAP,0.9946524064171123
57038,57038,100,252,5,0,257,252,5,0,0.980544747081712,0.019455252918287938,0.0,0.980544747081712,0.019455252918287938,0.0,Joy F. Campanelli RECAP,0.980544747081712
57039,57039,100,271,1,0,272,271,1,0,0.9963235294117647,0.003676470588235294,0.0,0.9963235294117647,0.003676470588235294,0.0,Joy F. Campanelli RECAP,0.9963235294117647
57040,57040,100,263,5,0,268,263,5,0,0.9813432835820896,0.018656716417910446,0.0,0.9813432835820896,0.018656716417910446,0.0,Joy F. Campanelli RECAP,0.9813432835820896
57041,57041,100,232,6,0,238,232,6,0,0.9747899159663865,0.025210084033613446,0.0,0.9747899159663865,0.025210084033613446,0.0,Joy F. Campanelli RECAP,0.9747899159663865
57042,57042,100,218,8,0,226,218,8,0,0.9646017699115044,0.035398230088495575,0.0,0.9646017699115044,0.035398230088495575,0.0,Joy F. Campanelli RECAP,0.9646017699115044
57043,57043,100,252,11,0,263,252,11,0,0.9581749049429658,0.04182509505703422,0.0,0.9581749049429658,0.04182509505703422,0.0,Joy F. Campanelli RECAP,0.9581749049429658
57044,57044,100,244,5,0,249,244,5,0,0.9799196787148594,0.020080321285140562,0.0,0.9799196787148594,0.020080321285140562,0.0,Joy F. Campanelli RECAP,0.9799196787148594
57045,57045,100,208,2,0,210,208,2,0,0.9904761904761905,0.009523809523809525,0.0,0.9904761904761905,0.009523809523809525,0.0,Joy F. Campanelli RECAP,0.9904761904761905
57046,57046,100,123,1,0,124,123,1,0,0.9919354838709677,0.008064516129032258,0.0,0.9919354838709677,0.008064516129032258,0.0,Joy F. Campanelli RECAP,0.9919354838709677
57047,57047,100,262,5,0,267,262,5,0,0.9812734082397003,0.018726591760299626,0.0,0.9812734082397003,0.018726591760299626,0.0,Joy F. Campanelli RECAP,0.9812734082397003
57048,57048,100,251,6,0,257,251,6,0,0.9766536964980544,0.023346303501945526,0.0,0.9766536964980544,0.023346303501945526,0.0,Joy F. Campanelli RECAP,0.9766536964980544
57049,57049,100,127,3,0,130,127,3,0,0.9769230769230769,0.023076923076923078,0.0,0.9769230769230769,0.023076923076923078,0.0,Joy F. Campanelli RECAP,0.9769230769230769
57050,57050,100,285,3,0,288,285,3,0,0.9895833333333334,0.010416666666666666,0.0,0.9895833333333334,0.010416666666666666,0.0,Joy F. Campanelli RECAP,0.9895833333333334
57051,57051,100,219,4,0,223,219,4,0,0.9820627802690582,0.017937219730941704,0.0,0.9820627802690582,0.017937219730941704,0.0,Joy F. Campanelli RECAP,0.9820627802690582
57052,57052,100,198,4,1,203,198,4,1,0.9753694581280788,0.019704433497536946,0.0049261083743842365,0.9753694581280788,0.019704433497536946,0.0049261083743842365,Joy F. Campanelli RECAP,0.9753694581280788
57053,57053,100,253,7,0,260,253,7,0,0.9730769230769231,0.026923076923076925,0.0,0.9730769230769231,0.026923076923076925,0.0,Joy F. Campanelli RECAP,0.9730769230769231
57054,57054,100,131,4,0,135,131,4,0,0.9703703703703703,0.02962962962962963,0.0,0.9703703703703703,0.02962962962962963,0.0,Joy F. Campanelli RECAP,0.9703703703703703
57055,57055,100,276,9,1,286,276,9,1,0.965034965034965,0.03146853146853147,0.0034965034965034965,0.965034965034965,0.03146853146853147,0.0034965034965034965,Joy F. Campanelli RECAP,0.965034965034965
57056,57056,100,239,3,1,243,239,3,1,0.9835390946502057,0.012345679012345678,0.00411522633744856,0.9835390946502057,0.012345679012345678,0.00411522633744856,Joy F. Campanelli RECAP,0.9835390946502057
57057,57057,100,200,6,2,208,200,6,2,0.9615384615384616,0.028846153846153848,0.009615384615384616,0.9615384615384616,0.028846153846153848,0.009615384615384616,Joy F. Campanelli RECAP,0.9615384615384616
57058,57058,100,154,3,0,157,154,3,0,0.9808917197452229,0.01910828025477707,0.0,0.9808917197452229,0.01910828025477707,0.0,Joy F. Campanelli RECAP,0.9808917197452229
57059,57059,100,119,2,0,121,119,2,0,0.9834710743801653,0.01652892561983471,0.0,0.9834710743801653,0.01652892561983471,0.0,Joy F. Campanelli RECAP,0.9834710743801653
57060,57060,100,170,6,0,176,170,6,0,0.9659090909090909,0.03409090909090909,0.0,0.9659090909090909,0.03409090909090909,0.0,Joy F. Campanelli RECAP,0.9659090909090909
57061,57061,100,133,7,0,140,133,7,0,0.95,0.05,0.0,0.95,0.05,0.0,Joy F. Campanelli RECAP,0.95
57062,57062,100,12,0,0,12,12,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
57063,57063,100,253,7,0,260,253,7,0,0.9730769230769231,0.026923076923076925,0.0,0.9730769230769231,0.026923076923076925,0.0,Joy F. Campanelli RECAP,0.9730769230769231
57064,57064,100,214,12,0,226,214,12,0,0.9469026548672567,0.05309734513274336,0.0,0.9469026548672567,0.05309734513274336,0.0,Joy F. Campanelli RECAP,0.9469026548672567
57065,57065,100,359,3,2,364,359,3,2,0.9862637362637363,0.008241758241758242,0.005494505494505495,0.9862637362637363,0.008241758241758242,0.005494505494505495,Joy F. Campanelli RECAP,0.9862637362637363
57066,57066,100,232,4,1,237,232,4,1,0.9789029535864979,0.016877637130801686,0.004219409282700422,0.9789029535864979,0.016877637130801686,0.004219409282700422,Joy F. Campanelli RECAP,0.9789029535864979
57067,57067,100,189,1,0,190,189,1,0,0.9947368421052631,0.005263157894736842,0.0,0.9947368421052631,0.005263157894736842,0.0,Joy F. Campanelli RECAP,0.9947368421052631
57068,57068,100,266,5,2,273,266,5,2,0.9743589743589743,0.018315018315018316,0.007326007326007326,0.9743589743589743,0.018315018315018316,0.007326007326007326,Joy F. Campanelli RECAP,0.9743589743589743
57069,57069,100,245,7,1,253,245,7,1,0.9683794466403162,0.02766798418972332,0.003952569169960474,0.9683794466403162,0.02766798418972332,0.003952569169960474,Joy F. Campanelli RECAP,0.9683794466403162
57070,57070,100,246,2,3,251,246,2,3,0.9800796812749004,0.00796812749003984,0.01195219123505976,0.9800796812749004,0.00796812749003984,0.01195219123505976,Joy F. Campanelli RECAP,0.9800796812749004
57071,57071,100,172,10,0,182,172,10,0,0.945054945054945,0.054945054945054944,0.0,0.945054945054945,0.054945054945054944,0.0,Joy F. Campanelli RECAP,0.945054945054945
57072,57072,100,286,8,0,294,286,8,0,0.9727891156462585,0.027210884353741496,0.0,0.9727891156462585,0.027210884353741496,0.0,Joy F. Campanelli RECAP,0.9727891156462585
57073,57073,100,137,5,0,142,137,5,0,0.9647887323943662,0.035211267605633804,0.0,0.9647887323943662,0.035211267605633804,0.0,Joy F. Campanelli RECAP,0.9647887323943662
57074,57074,100,243,10,0,253,243,10,0,0.9604743083003953,0.039525691699604744,0.0,0.9604743083003953,0.039525691699604744,0.0,Joy F. Campanelli RECAP,0.9604743083003953
57075,57075,100,268,5,0,273,268,5,0,0.9816849816849816,0.018315018315018316,0.0,0.9816849816849816,0.018315018315018316,0.0,Joy F. Campanelli RECAP,0.9816849816849816
57076,57076,100,294,7,0,301,294,7,0,0.9767441860465116,0.023255813953488372,0.0,0.9767441860465116,0.023255813953488372,0.0,Joy F. Campanelli RECAP,0.9767441860465116
57077,57077,100,107,3,0,110,107,3,0,0.9727272727272728,0.02727272727272727,0.0,0.9727272727272728,0.02727272727272727,0.0,Joy F. Campanelli RECAP,0.9727272727272728
57078,57078,100,278,8,0,286,278,8,0,0.972027972027972,0.027972027972027972,0.0,0.972027972027972,0.027972027972027972,0.0,Joy F. Campanelli RECAP,0.972027972027972
57079,57079,100,253,4,0,257,253,4,0,0.9844357976653697,0.01556420233463035,0.0,0.9844357976653697,0.01556420233463035,0.0,Joy F. Campanelli RECAP,0.9844357976653697
57080,57080,100,258,6,1,265,258,6,1,0.9735849056603774,0.022641509433962263,0.0037735849056603774,0.9735849056603774,0.022641509433962263,0.0037735849056603774,Joy F. Campanelli RECAP,0.9735849056603774
57081,57081,100,209,4,0,213,209,4,0,0.9812206572769953,0.018779342723004695,0.0,0.9812206572769953,0.018779342723004695,0.0,Joy F. Campanelli RECAP,0.9812206572769953
57082,57082,100,85,0,0,85,85,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
57083,57083,100,170,1,0,171,170,1,0,0.9941520467836257,0.005847953216374269,0.0,0.9941520467836257,0.005847953216374269,0.0,Joy F. Campanelli RECAP,0.9941520467836257
57084,57084,100,112,1,0,113,112,1,0,0.9911504424778761,0.008849557522123894,0.0,0.9911504424778761,0.008849557522123894,0.0,Joy F. Campanelli RECAP,0.9911504424778761
57085,57085,100,233,1,0,234,233,1,0,0.9957264957264957,0.004273504273504274,0.0,0.9957264957264957,0.004273504273504274,0.0,Joy F. Campanelli RECAP,0.9957264957264957
57086,57086,100,308,5,0,313,308,5,0,0.9840255591054313,0.01597444089456869,0.0,0.9840255591054313,0.01597444089456869,0.0,Joy F. Campanelli RECAP,0.9840255591054313
57087,57087,100,51,2,0,53,51,2,0,0.9622641509433962,0.03773584905660377,0.0,0.9622641509433962,0.03773584905660377,0.0,Joy F. Campanelli RECAP,0.9622641509433962
57088,57088,100,194,3,0,197,194,3,0,0.9847715736040609,0.015228426395939087,0.0,0.9847715736040609,0.015228426395939087,0.0,Joy F. Campanelli RECAP,0.9847715736040609
57089,57089,100,208,2,0,210,208,2,0,0.9904761904761905,0.009523809523809525,0.0,0.9904761904761905,0.009523809523809525,0.0,Joy F. Campanelli RECAP,0.9904761904761905
57090,57090,100,271,5,0,276,271,5,0,0.9818840579710145,0.018115942028985508,0.0,0.9818840579710145,0.018115942028985508,0.0,Joy F. Campanelli RECAP,0.9818840579710145
57091,57091,100,227,5,0,232,227,5,0,0.978448275862069,0.021551724137931036,0.0,0.978448275862069,0.021551724137931036,0.0,Joy F. Campanelli RECAP,0.978448275862069
57092,57092,100,151,3,0,154,151,3,0,0.9805194805194806,0.01948051948051948,0.0,0.9805194805194806,0.01948051948051948,0.0,Joy F. Campanelli RECAP,0.9805194805194806
57093,57093,100,133,0,0,133,133,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
57094,57094,100,197,6,0,203,197,6,0,0.9704433497536946,0.029556650246305417,0.0,0.9704433497536946,0.029556650246305417,0.0,Joy F. Campanelli RECAP,0.9704433497536946
57095,57095,100,137,8,0,145,137,8,0,0.9448275862068966,0.05517241379310345,0.0,0.9448275862068966,0.05517241379310345,0.0,Joy F. Campanelli RECAP,0.9448275862068966
57096,57096,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
58001,58001,100,191,3,0,194,191,3,0,0.9845360824742269,0.015463917525773196,0.0,0.9845360824742269,0.015463917525773196,0.0,Joy F. Campanelli RECAP,0.9845360824742269
58002,58002,100,207,7,0,214,207,7,0,0.9672897196261683,0.03271028037383177,0.0,0.9672897196261683,0.03271028037383177,0.0,Joy F. Campanelli RECAP,0.9672897196261683
58003,58003,100,197,2,0,199,197,2,0,0.9899497487437185,0.010050251256281407,0.0,0.9899497487437185,0.010050251256281407,0.0,Joy F. Campanelli RECAP,0.9899497487437185
58004,58004,100,207,7,0,214,207,7,0,0.9672897196261683,0.03271028037383177,0.0,0.9672897196261683,0.03271028037383177,0.0,Joy F. Campanelli RECAP,0.9672897196261683
58005,58005,100,220,0,0,220,220,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
58006,58006,100,191,0,0,191,191,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
58007,58007,100,173,1,0,174,173,1,0,0.9942528735632183,0.005747126436781609,0.0,0.9942528735632183,0.005747126436781609,0.0,Joy F. Campanelli RECAP,0.9942528735632183
58008,58008,100,232,0,0,232,232,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
58009,58009,100,225,3,0,228,225,3,0,0.9868421052631579,0.013157894736842105,0.0,0.9868421052631579,0.013157894736842105,0.0,Joy F. Campanelli RECAP,0.9868421052631579
58010,58010,100,197,1,0,198,197,1,0,0.9949494949494949,0.005050505050505051,0.0,0.9949494949494949,0.005050505050505051,0.0,Joy F. Campanelli RECAP,0.9949494949494949
58011,58011,100,205,3,0,208,205,3,0,0.9855769230769231,0.014423076923076924,0.0,0.9855769230769231,0.014423076923076924,0.0,Joy F. Campanelli RECAP,0.9855769230769231
58012,58012,100,241,10,0,251,241,10,0,0.9601593625498008,0.0398406374501992,0.0,0.9601593625498008,0.0398406374501992,0.0,Joy F. Campanelli RECAP,0.9601593625498008
58013,58013,100,173,4,0,177,173,4,0,0.9774011299435028,0.022598870056497175,0.0,0.9774011299435028,0.022598870056497175,0.0,Joy F. Campanelli RECAP,0.9774011299435028
58014,58014,100,127,1,0,128,127,1,0,0.9921875,0.0078125,0.0,0.9921875,0.0078125,0.0,Joy F. Campanelli RECAP,0.9921875
58015,58015,100,164,4,1,169,164,4,1,0.9704142011834319,0.023668639053254437,0.005917159763313609,0.9704142011834319,0.023668639053254437,0.005917159763313609,Joy F. Campanelli RECAP,0.9704142011834319
58016,58016,100,137,0,0,137,137,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
58017,58017,100,134,0,0,134,134,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
58018,58018,100,194,0,1,195,194,0,1,0.9948717948717949,0.0,0.005128205128205128,0.9948717948717949,0.0,0.005128205128205128,Joy F. Campanelli RECAP,0.9948717948717949
58019,58019,100,249,2,0,251,249,2,0,0.9920318725099602,0.00796812749003984,0.0,0.9920318725099602,0.00796812749003984,0.0,Joy F. Campanelli RECAP,0.9920318725099602
58020,58020,100,201,2,0,203,201,2,0,0.9901477832512315,0.009852216748768473,0.0,0.9901477832512315,0.009852216748768473,0.0,Joy F. Campanelli RECAP,0.9901477832512315
58021,58021,100,209,4,0,213,209,4,0,0.9812206572769953,0.018779342723004695,0.0,0.9812206572769953,0.018779342723004695,0.0,Joy F. Campanelli RECAP,0.9812206572769953
58022,58022,100,117,3,0,120,117,3,0,0.975,0.025,0.0,0.975,0.025,0.0,Joy F. Campanelli RECAP,0.975
58023,58023,100,191,1,0,192,191,1,0,0.9947916666666666,0.005208333333333333,0.0,0.9947916666666666,0.005208333333333333,0.0,Joy F. Campanelli RECAP,0.9947916666666666
58024,58024,100,258,2,0,260,258,2,0,0.9923076923076923,0.007692307692307693,0.0,0.9923076923076923,0.007692307692307693,0.0,Joy F. Campanelli RECAP,0.9923076923076923
58025,58025,100,258,8,0,266,258,8,0,0.9699248120300752,0.03007518796992481,0.0,0.9699248120300752,0.03007518796992481,0.0,Joy F. Campanelli RECAP,0.9699248120300752
58026,58026,100,284,4,0,288,284,4,0,0.9861111111111112,0.013888888888888888,0.0,0.9861111111111112,0.013888888888888888,0.0,Joy F. Campanelli RECAP,0.9861111111111112
58027,58027,100,195,4,0,199,195,4,0,0.9798994974874372,0.020100502512562814,0.0,0.9798994974874372,0.020100502512562814,0.0,Joy F. Campanelli RECAP,0.9798994974874372
58028,58028,100,230,8,0,238,230,8,0,0.9663865546218487,0.03361344537815126,0.0,0.9663865546218487,0.03361344537815126,0.0,Joy F. Campanelli RECAP,0.9663865546218487
58029,58029,100,170,5,0,175,170,5,0,0.9714285714285714,0.02857142857142857,0.0,0.9714285714285714,0.02857142857142857,0.0,Joy F. Campanelli RECAP,0.9714285714285714
58030,58030,100,273,7,1,281,273,7,1,0.9715302491103203,0.02491103202846975,0.0035587188612099642,0.9715302491103203,0.02491103202846975,0.0035587188612099642,Joy F. Campanelli RECAP,0.9715302491103203
58031,58031,100,225,7,0,232,225,7,0,0.9698275862068966,0.03017241379310345,0.0,0.9698275862068966,0.03017241379310345,0.0,Joy F. Campanelli RECAP,0.9698275862068966
58032,58032,100,204,2,0,206,204,2,0,0.9902912621359223,0.009708737864077669,0.0,0.9902912621359223,0.009708737864077669,0.0,Joy F. Campanelli RECAP,0.9902912621359223
58033,58033,100,260,2,1,263,260,2,1,0.9885931558935361,0.0076045627376425855,0.0038022813688212928,0.9885931558935361,0.0076045627376425855,0.0038022813688212928,Joy F. Campanelli RECAP,0.9885931558935361
58034,58034,100,173,6,0,179,173,6,0,0.9664804469273743,0.0335195530726257,0.0,0.9664804469273743,0.0335195530726257,0.0,Joy F. Campanelli RECAP,0.9664804469273743
58035,58035,100,150,1,0,151,150,1,0,0.9933774834437086,0.006622516556291391,0.0,0.9933774834437086,0.006622516556291391,0.0,Joy F. Campanelli RECAP,0.9933774834437086
58036,58036,100,118,0,0,118,118,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
58037,58037,100,281,7,0,288,281,7,0,0.9756944444444444,0.024305555555555556,0.0,0.9756944444444444,0.024305555555555556,0.0,Joy F. Campanelli RECAP,0.9756944444444444
58038,58038,100,188,2,0,190,188,2,0,0.9894736842105263,0.010526315789473684,0.0,0.9894736842105263,0.010526315789473684,0.0,Joy F. Campanelli RECAP,0.9894736842105263
58039,58039,100,212,3,0,215,212,3,0,0.986046511627907,0.013953488372093023,0.0,0.986046511627907,0.013953488372093023,0.0,Joy F. Campanelli RECAP,0.986046511627907
58040,58040,100,109,3,0,112,109,3,0,0.9732142857142857,0.026785714285714284,0.0,0.9732142857142857,0.026785714285714284,0.0,Joy F. Campanelli RECAP,0.9732142857142857
58041,58041,100,191,4,0,195,191,4,0,0.9794871794871794,0.020512820512820513,0.0,0.9794871794871794,0.020512820512820513,0.0,Joy F. Campanelli RECAP,0.9794871794871794
58042,58042,100,113,1,0,114,113,1,0,0.9912280701754386,0.008771929824561403,0.0,0.9912280701754386,0.008771929824561403,0.0,Joy F. Campanelli RECAP,0.9912280701754386
58043,58043,100,228,4,0,232,228,4,0,0.9827586206896551,0.017241379310344827,0.0,0.9827586206896551,0.017241379310344827,0.0,Joy F. Campanelli RECAP,0.9827586206896551
58044,58044,100,114,0,0,114,114,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
