ED,Reported As,Reporting,Jose Luis Fernandez (Republican),Nydia M. Velazquez (Democratic),Allan E. Romaguera (Conservative),Nydia M. Velazquez (Working Families),Scattered,Total Votes,Jose Luis Fernandez RECAP,Nydia M. Velazquez RECAP,Allan E. Romaguera RECAP,Scattered RECAP,p_Jose Luis Fernandez (Republican),p_Nydia M. Velazquez (Democratic),p_Allan E. Romaguera (Conservative),p_Nydia M. Velazquez (Working Families),p_Scattered,p_Jose Luis Fernandez RECAP,p_Nydia M. Velazquez RECAP,p_Allan E. Romaguera RECAP,p_Scattered RECAP,winner,winner_p
53079,53079,100,1,52,1,4,0,58,1,56,1,0,0.017241379310344827,0.896551724137931,0.017241379310344827,0.06896551724137931,0.0,0.017241379310344827,0.9655172413793104,0.017241379310344827,0.0,Nydia M. Velazquez RECAP,0.9655172413793104
53080,53080,100,3,165,3,8,0,179,3,173,3,0,0.01675977653631285,0.9217877094972067,0.01675977653631285,0.0446927374301676,0.0,0.01675977653631285,0.9664804469273743,0.01675977653631285,0.0,Nydia M. Velazquez RECAP,0.9664804469273743
53081,53081,100,2,55,0,1,0,58,2,56,0,0,0.034482758620689655,0.9482758620689655,0.0,0.017241379310344827,0.0,0.034482758620689655,0.9655172413793104,0.0,0.0,Nydia M. Velazquez RECAP,0.9655172413793104
54006,54006,100,1,20,0,0,1,22,1,20,0,1,0.045454545454545456,0.9090909090909091,0.0,0.0,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.0,0.045454545454545456,Nydia M. Velazquez RECAP,0.9090909090909091
54013,54013,100,0,115,2,17,0,134,0,132,2,0,0.0,0.8582089552238806,0.014925373134328358,0.12686567164179105,0.0,0.0,0.9850746268656716,0.014925373134328358,0.0,Nydia M. Velazquez RECAP,0.9850746268656716
54014,54014,100,1,6,1,1,0,9,1,7,1,0,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,Nydia M. Velazquez RECAP,0.7777777777777778
54019,54019,100,3,98,0,7,0,108,3,105,0,0,0.027777777777777776,0.9074074074074074,0.0,0.06481481481481481,0.0,0.027777777777777776,0.9722222222222222,0.0,0.0,Nydia M. Velazquez RECAP,0.9722222222222222
54020,54020,100,4,145,0,15,0,164,4,160,0,0,0.024390243902439025,0.8841463414634146,0.0,0.09146341463414634,0.0,0.024390243902439025,0.975609756097561,0.0,0.0,Nydia M. Velazquez RECAP,0.975609756097561
54021,54021,100,8,129,0,13,0,150,8,142,0,0,0.05333333333333334,0.86,0.0,0.08666666666666667,0.0,0.05333333333333334,0.9466666666666667,0.0,0.0,Nydia M. Velazquez RECAP,0.9466666666666667
54022,54022,100,3,86,2,6,0,97,3,92,2,0,0.030927835051546393,0.8865979381443299,0.020618556701030927,0.061855670103092786,0.0,0.030927835051546393,0.9484536082474226,0.020618556701030927,0.0,Nydia M. Velazquez RECAP,0.9484536082474226
54023,54023,100,7,110,0,11,0,128,7,121,0,0,0.0546875,0.859375,0.0,0.0859375,0.0,0.0546875,0.9453125,0.0,0.0,Nydia M. Velazquez RECAP,0.9453125
54024,54024,100,10,75,2,3,0,90,10,78,2,0,0.1111111111111111,0.8333333333333334,0.022222222222222223,0.03333333333333333,0.0,0.1111111111111111,0.8666666666666667,0.022222222222222223,0.0,Nydia M. Velazquez RECAP,0.8666666666666667
54025,54025,100,6,56,1,8,0,71,6,64,1,0,0.08450704225352113,0.7887323943661971,0.014084507042253521,0.11267605633802817,0.0,0.08450704225352113,0.9014084507042254,0.014084507042253521,0.0,Nydia M. Velazquez RECAP,0.9014084507042254
54030,54030,100,7,125,3,12,0,147,7,137,3,0,0.047619047619047616,0.8503401360544217,0.02040816326530612,0.08163265306122448,0.0,0.047619047619047616,0.9319727891156463,0.02040816326530612,0.0,Nydia M. Velazquez RECAP,0.9319727891156463
54031,54031,100,1,24,0,3,0,28,1,27,0,0,0.03571428571428571,0.8571428571428571,0.0,0.10714285714285714,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,Nydia M. Velazquez RECAP,0.9642857142857143
54032,54032,100,8,118,3,5,0,134,8,123,3,0,0.05970149253731343,0.8805970149253731,0.022388059701492536,0.03731343283582089,0.0,0.05970149253731343,0.917910447761194,0.022388059701492536,0.0,Nydia M. Velazquez RECAP,0.917910447761194
54033,54033,100,3,127,1,17,0,148,3,144,1,0,0.02027027027027027,0.8581081081081081,0.006756756756756757,0.11486486486486487,0.0,0.02027027027027027,0.972972972972973,0.006756756756756757,0.0,Nydia M. Velazquez RECAP,0.972972972972973
54034,54034,100,5,159,1,11,0,176,5,170,1,0,0.028409090909090908,0.9034090909090909,0.005681818181818182,0.0625,0.0,0.028409090909090908,0.9659090909090909,0.005681818181818182,0.0,Nydia M. Velazquez RECAP,0.9659090909090909
54035,54035,100,1,121,0,8,0,130,1,129,0,0,0.007692307692307693,0.9307692307692308,0.0,0.06153846153846154,0.0,0.007692307692307693,0.9923076923076923,0.0,0.0,Nydia M. Velazquez RECAP,0.9923076923076923
54036,54036,100,5,131,2,24,5,167,5,155,2,5,0.029940119760479042,0.7844311377245509,0.011976047904191617,0.1437125748502994,0.029940119760479042,0.029940119760479042,0.9281437125748503,0.011976047904191617,0.029940119760479042,Nydia M. Velazquez RECAP,0.9281437125748503
54037,54037,100,0,138,1,16,0,155,0,154,1,0,0.0,0.8903225806451613,0.0064516129032258064,0.1032258064516129,0.0,0.0,0.9935483870967742,0.0064516129032258064,0.0,Nydia M. Velazquez RECAP,0.9935483870967742
54038,54038,100,7,149,1,5,0,162,7,154,1,0,0.043209876543209874,0.9197530864197531,0.006172839506172839,0.030864197530864196,0.0,0.043209876543209874,0.9506172839506173,0.006172839506172839,0.0,Nydia M. Velazquez RECAP,0.9506172839506173
54039,54039,100,8,162,2,10,0,182,8,172,2,0,0.04395604395604396,0.8901098901098901,0.01098901098901099,0.054945054945054944,0.0,0.04395604395604396,0.945054945054945,0.01098901098901099,0.0,Nydia M. Velazquez RECAP,0.945054945054945
54040,54040,100,1,27,3,2,0,33,1,29,3,0,0.030303030303030304,0.8181818181818182,0.09090909090909091,0.06060606060606061,0.0,0.030303030303030304,0.8787878787878788,0.09090909090909091,0.0,Nydia M. Velazquez RECAP,0.8787878787878788
54041,54041,100,8,149,2,9,0,168,8,158,2,0,0.047619047619047616,0.8869047619047619,0.011904761904761904,0.05357142857142857,0.0,0.047619047619047616,0.9404761904761905,0.011904761904761904,0.0,Nydia M. Velazquez RECAP,0.9404761904761905
54042,54042,100,2,182,2,10,0,196,2,192,2,0,0.01020408163265306,0.9285714285714286,0.01020408163265306,0.05102040816326531,0.0,0.01020408163265306,0.9795918367346939,0.01020408163265306,0.0,Nydia M. Velazquez RECAP,0.9795918367346939
54043,54043,100,10,158,5,7,0,180,10,165,5,0,0.05555555555555555,0.8777777777777778,0.027777777777777776,0.03888888888888889,0.0,0.05555555555555555,0.9166666666666666,0.027777777777777776,0.0,Nydia M. Velazquez RECAP,0.9166666666666666
54044,54044,100,3,80,0,2,0,85,3,82,0,0,0.03529411764705882,0.9411764705882353,0.0,0.023529411764705882,0.0,0.03529411764705882,0.9647058823529412,0.0,0.0,Nydia M. Velazquez RECAP,0.9647058823529412
54045,54045,100,6,152,6,9,1,174,6,161,6,1,0.034482758620689655,0.8735632183908046,0.034482758620689655,0.05172413793103448,0.005747126436781609,0.034482758620689655,0.9252873563218391,0.034482758620689655,0.005747126436781609,Nydia M. Velazquez RECAP,0.9252873563218391
54046,54046,100,4,172,3,14,0,193,4,186,3,0,0.02072538860103627,0.8911917098445595,0.015544041450777202,0.07253886010362694,0.0,0.02072538860103627,0.9637305699481865,0.015544041450777202,0.0,Nydia M. Velazquez RECAP,0.9637305699481865
54047,54047,100,5,101,4,3,0,113,5,104,4,0,0.04424778761061947,0.8938053097345132,0.035398230088495575,0.02654867256637168,0.0,0.04424778761061947,0.9203539823008849,0.035398230088495575,0.0,Nydia M. Velazquez RECAP,0.9203539823008849
54048,54048,100,4,115,4,3,2,128,4,118,4,2,0.03125,0.8984375,0.03125,0.0234375,0.015625,0.03125,0.921875,0.03125,0.015625,Nydia M. Velazquez RECAP,0.921875
54049,54049,100,9,124,2,4,0,139,9,128,2,0,0.06474820143884892,0.8920863309352518,0.014388489208633094,0.02877697841726619,0.0,0.06474820143884892,0.920863309352518,0.014388489208633094,0.0,Nydia M. Velazquez RECAP,0.920863309352518
54050,54050,100,11,139,2,11,1,164,11,150,2,1,0.06707317073170732,0.8475609756097561,0.012195121951219513,0.06707317073170732,0.006097560975609756,0.06707317073170732,0.9146341463414634,0.012195121951219513,0.006097560975609756,Nydia M. Velazquez RECAP,0.9146341463414634
54051,54051,100,9,145,3,12,0,169,9,157,3,0,0.05325443786982249,0.8579881656804734,0.01775147928994083,0.07100591715976332,0.0,0.05325443786982249,0.9289940828402367,0.01775147928994083,0.0,Nydia M. Velazquez RECAP,0.9289940828402367
54052,54052,100,8,98,1,9,0,116,8,107,1,0,0.06896551724137931,0.8448275862068966,0.008620689655172414,0.07758620689655173,0.0,0.06896551724137931,0.9224137931034483,0.008620689655172414,0.0,Nydia M. Velazquez RECAP,0.9224137931034483
54053,54053,100,6,74,0,2,0,82,6,76,0,0,0.07317073170731707,0.9024390243902439,0.0,0.024390243902439025,0.0,0.07317073170731707,0.926829268292683,0.0,0.0,Nydia M. Velazquez RECAP,0.926829268292683
54054,54054,100,12,143,3,11,0,169,12,154,3,0,0.07100591715976332,0.8461538461538461,0.01775147928994083,0.0650887573964497,0.0,0.07100591715976332,0.9112426035502958,0.01775147928994083,0.0,Nydia M. Velazquez RECAP,0.9112426035502958
54055,54055,100,14,101,0,8,0,123,14,109,0,0,0.11382113821138211,0.8211382113821138,0.0,0.06504065040650407,0.0,0.11382113821138211,0.8861788617886179,0.0,0.0,Nydia M. Velazquez RECAP,0.8861788617886179
54056,54056,100,13,130,1,2,0,146,13,132,1,0,0.08904109589041095,0.8904109589041096,0.00684931506849315,0.0136986301369863,0.0,0.08904109589041095,0.9041095890410958,0.00684931506849315,0.0,Nydia M. Velazquez RECAP,0.9041095890410958
54057,54057,100,16,135,1,9,0,161,16,144,1,0,0.09937888198757763,0.8385093167701864,0.006211180124223602,0.055900621118012424,0.0,0.09937888198757763,0.8944099378881988,0.006211180124223602,0.0,Nydia M. Velazquez RECAP,0.8944099378881988
54058,54058,100,10,119,4,4,0,137,10,123,4,0,0.072992700729927,0.8686131386861314,0.029197080291970802,0.029197080291970802,0.0,0.072992700729927,0.8978102189781022,0.029197080291970802,0.0,Nydia M. Velazquez RECAP,0.8978102189781022
54059,54059,100,9,151,0,6,0,166,9,157,0,0,0.05421686746987952,0.9096385542168675,0.0,0.03614457831325301,0.0,0.05421686746987952,0.9457831325301205,0.0,0.0,Nydia M. Velazquez RECAP,0.9457831325301205
54073,54073,100,3,128,0,6,1,138,3,134,0,1,0.021739130434782608,0.927536231884058,0.0,0.043478260869565216,0.007246376811594203,0.021739130434782608,0.9710144927536232,0.0,0.007246376811594203,Nydia M. Velazquez RECAP,0.9710144927536232
54077,54077,100,3,62,0,6,0,71,3,68,0,0,0.04225352112676056,0.8732394366197183,0.0,0.08450704225352113,0.0,0.04225352112676056,0.9577464788732394,0.0,0.0,Nydia M. Velazquez RECAP,0.9577464788732394
54079,54079,100,2,45,2,3,0,52,2,48,2,0,0.038461538461538464,0.8653846153846154,0.038461538461538464,0.057692307692307696,0.0,0.038461538461538464,0.9230769230769231,0.038461538461538464,0.0,Nydia M. Velazquez RECAP,0.9230769230769231
55039,55039,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55040,55040,100,2,32,0,2,0,36,2,34,0,0,0.05555555555555555,0.8888888888888888,0.0,0.05555555555555555,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,Nydia M. Velazquez RECAP,0.9444444444444444
55041,55041,100,2,57,1,3,0,63,2,60,1,0,0.031746031746031744,0.9047619047619048,0.015873015873015872,0.047619047619047616,0.0,0.031746031746031744,0.9523809523809523,0.015873015873015872,0.0,Nydia M. Velazquez RECAP,0.9523809523809523
55042,55040,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55043,55041,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55044,55044,100,1,2,0,0,0,3,1,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,Nydia M. Velazquez RECAP,0.6666666666666666
55045,55045,100,8,105,3,5,0,121,8,110,3,0,0.06611570247933884,0.8677685950413223,0.024793388429752067,0.04132231404958678,0.0,0.06611570247933884,0.9090909090909091,0.024793388429752067,0.0,Nydia M. Velazquez RECAP,0.9090909090909091
56001,56001,100,6,126,1,2,0,135,6,128,1,0,0.044444444444444446,0.9333333333333333,0.007407407407407408,0.014814814814814815,0.0,0.044444444444444446,0.9481481481481482,0.007407407407407408,0.0,Nydia M. Velazquez RECAP,0.9481481481481482
56002,56002,100,3,88,0,3,0,94,3,91,0,0,0.031914893617021274,0.9361702127659575,0.0,0.031914893617021274,0.0,0.031914893617021274,0.9680851063829787,0.0,0.0,Nydia M. Velazquez RECAP,0.9680851063829787
56003,56003,100,3,81,0,7,0,91,3,88,0,0,0.03296703296703297,0.8901098901098901,0.0,0.07692307692307693,0.0,0.03296703296703297,0.967032967032967,0.0,0.0,Nydia M. Velazquez RECAP,0.967032967032967
56004,56004,100,2,102,0,1,0,105,2,103,0,0,0.01904761904761905,0.9714285714285714,0.0,0.009523809523809525,0.0,0.01904761904761905,0.9809523809523809,0.0,0.0,Nydia M. Velazquez RECAP,0.9809523809523809
56081,56081,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23043,23043,100,12,61,4,1,0,78,12,62,4,0,0.15384615384615385,0.782051282051282,0.05128205128205128,0.01282051282051282,0.0,0.15384615384615385,0.7948717948717948,0.05128205128205128,0.0,Nydia M. Velazquez RECAP,0.7948717948717948
23068,23068,100,14,97,1,3,0,115,14,100,1,0,0.12173913043478261,0.8434782608695652,0.008695652173913044,0.02608695652173913,0.0,0.12173913043478261,0.8695652173913043,0.008695652173913044,0.0,Nydia M. Velazquez RECAP,0.8695652173913043
23069,23069,100,24,81,3,3,0,111,24,84,3,0,0.21621621621621623,0.7297297297297297,0.02702702702702703,0.02702702702702703,0.0,0.21621621621621623,0.7567567567567568,0.02702702702702703,0.0,Nydia M. Velazquez RECAP,0.7567567567567568
28001,28001,100,22,78,3,6,1,110,22,84,3,1,0.2,0.7090909090909091,0.02727272727272727,0.05454545454545454,0.00909090909090909,0.2,0.7636363636363637,0.02727272727272727,0.00909090909090909,Nydia M. Velazquez RECAP,0.7636363636363637
37041,37041,100,5,32,4,1,0,42,5,33,4,0,0.11904761904761904,0.7619047619047619,0.09523809523809523,0.023809523809523808,0.0,0.11904761904761904,0.7857142857142857,0.09523809523809523,0.0,Nydia M. Velazquez RECAP,0.7857142857142857
37042,37042,100,26,63,1,4,0,94,26,67,1,0,0.2765957446808511,0.6702127659574468,0.010638297872340425,0.0425531914893617,0.0,0.2765957446808511,0.7127659574468085,0.010638297872340425,0.0,Nydia M. Velazquez RECAP,0.7127659574468085
37051,37051,100,0,4,0,0,0,4,0,4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nydia M. Velazquez RECAP,1.0
37052,37052,100,11,34,3,7,0,55,11,41,3,0,0.2,0.6181818181818182,0.05454545454545454,0.12727272727272726,0.0,0.2,0.7454545454545455,0.05454545454545454,0.0,Nydia M. Velazquez RECAP,0.7454545454545455
37053,37053,100,8,17,4,6,0,35,8,23,4,0,0.22857142857142856,0.4857142857142857,0.11428571428571428,0.17142857142857143,0.0,0.22857142857142856,0.6571428571428571,0.11428571428571428,0.0,Nydia M. Velazquez RECAP,0.6571428571428571
37054,37054,100,25,73,9,10,0,117,25,83,9,0,0.21367521367521367,0.6239316239316239,0.07692307692307693,0.08547008547008547,0.0,0.21367521367521367,0.7094017094017094,0.07692307692307693,0.0,Nydia M. Velazquez RECAP,0.7094017094017094
37055,37051,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
37056,37056,100,13,94,2,11,0,120,13,105,2,0,0.10833333333333334,0.7833333333333333,0.016666666666666666,0.09166666666666666,0.0,0.10833333333333334,0.875,0.016666666666666666,0.0,Nydia M. Velazquez RECAP,0.875
37057,37057,100,22,119,3,31,0,175,22,150,3,0,0.12571428571428572,0.68,0.017142857142857144,0.17714285714285713,0.0,0.12571428571428572,0.8571428571428571,0.017142857142857144,0.0,Nydia M. Velazquez RECAP,0.8571428571428571
37058,37058,100,21,133,7,23,0,184,21,156,7,0,0.11413043478260869,0.7228260869565217,0.03804347826086957,0.125,0.0,0.11413043478260869,0.8478260869565217,0.03804347826086957,0.0,Nydia M. Velazquez RECAP,0.8478260869565217
37059,37059,100,18,108,5,19,0,150,18,127,5,0,0.12,0.72,0.03333333333333333,0.12666666666666668,0.0,0.12,0.8466666666666667,0.03333333333333333,0.0,Nydia M. Velazquez RECAP,0.8466666666666667
37060,37060,100,4,14,1,0,0,19,4,14,1,0,0.21052631578947367,0.7368421052631579,0.05263157894736842,0.0,0.0,0.21052631578947367,0.7368421052631579,0.05263157894736842,0.0,Nydia M. Velazquez RECAP,0.7368421052631579
37061,37061,100,31,62,4,6,0,103,31,68,4,0,0.30097087378640774,0.6019417475728155,0.038834951456310676,0.05825242718446602,0.0,0.30097087378640774,0.6601941747572816,0.038834951456310676,0.0,Nydia M. Velazquez RECAP,0.6601941747572816
37062,37062,100,28,81,7,14,0,130,28,95,7,0,0.2153846153846154,0.6230769230769231,0.05384615384615385,0.1076923076923077,0.0,0.2153846153846154,0.7307692307692307,0.05384615384615385,0.0,Nydia M. Velazquez RECAP,0.7307692307692307
37067,37067,100,35,89,6,12,1,143,35,101,6,1,0.24475524475524477,0.6223776223776224,0.04195804195804196,0.08391608391608392,0.006993006993006993,0.24475524475524477,0.7062937062937062,0.04195804195804196,0.006993006993006993,Nydia M. Velazquez RECAP,0.7062937062937062
37068,37068,100,24,106,5,11,0,146,24,117,5,0,0.1643835616438356,0.726027397260274,0.03424657534246575,0.07534246575342465,0.0,0.1643835616438356,0.8013698630136986,0.03424657534246575,0.0,Nydia M. Velazquez RECAP,0.8013698630136986
37069,37069,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
38001,38001,100,16,122,3,20,0,161,16,142,3,0,0.09937888198757763,0.7577639751552795,0.018633540372670808,0.12422360248447205,0.0,0.09937888198757763,0.8819875776397516,0.018633540372670808,0.0,Nydia M. Velazquez RECAP,0.8819875776397516
38002,38002,100,9,115,3,13,0,140,9,128,3,0,0.06428571428571428,0.8214285714285714,0.02142857142857143,0.09285714285714286,0.0,0.06428571428571428,0.9142857142857143,0.02142857142857143,0.0,Nydia M. Velazquez RECAP,0.9142857142857143
38003,38003,100,15,108,4,13,0,140,15,121,4,0,0.10714285714285714,0.7714285714285715,0.02857142857142857,0.09285714285714286,0.0,0.10714285714285714,0.8642857142857143,0.02857142857142857,0.0,Nydia M. Velazquez RECAP,0.8642857142857143
38004,38004,100,11,81,3,15,0,110,11,96,3,0,0.1,0.7363636363636363,0.02727272727272727,0.13636363636363635,0.0,0.1,0.8727272727272727,0.02727272727272727,0.0,Nydia M. Velazquez RECAP,0.8727272727272727
38005,38005,100,8,105,0,10,0,123,8,115,0,0,0.06504065040650407,0.8536585365853658,0.0,0.08130081300813008,0.0,0.06504065040650407,0.9349593495934959,0.0,0.0,Nydia M. Velazquez RECAP,0.9349593495934959
38006,38006,100,33,112,8,23,0,176,33,135,8,0,0.1875,0.6363636363636364,0.045454545454545456,0.13068181818181818,0.0,0.1875,0.7670454545454546,0.045454545454545456,0.0,Nydia M. Velazquez RECAP,0.7670454545454546
38007,38007,100,20,104,7,12,1,144,20,116,7,1,0.1388888888888889,0.7222222222222222,0.04861111111111111,0.08333333333333333,0.006944444444444444,0.1388888888888889,0.8055555555555556,0.04861111111111111,0.006944444444444444,Nydia M. Velazquez RECAP,0.8055555555555556
38008,38008,100,26,135,9,24,0,194,26,159,9,0,0.13402061855670103,0.6958762886597938,0.04639175257731959,0.12371134020618557,0.0,0.13402061855670103,0.8195876288659794,0.04639175257731959,0.0,Nydia M. Velazquez RECAP,0.8195876288659794
38009,38009,100,38,114,12,11,1,176,38,125,12,1,0.2159090909090909,0.6477272727272727,0.06818181818181818,0.0625,0.005681818181818182,0.2159090909090909,0.7102272727272727,0.06818181818181818,0.005681818181818182,Nydia M. Velazquez RECAP,0.7102272727272727
38010,38010,100,40,129,8,11,0,188,40,140,8,0,0.2127659574468085,0.6861702127659575,0.0425531914893617,0.05851063829787234,0.0,0.2127659574468085,0.7446808510638298,0.0425531914893617,0.0,Nydia M. Velazquez RECAP,0.7446808510638298
38021,38021,100,16,72,5,7,0,100,16,79,5,0,0.16,0.72,0.05,0.07,0.0,0.16,0.79,0.05,0.0,Nydia M. Velazquez RECAP,0.79
38023,38023,100,31,112,5,8,0,156,31,120,5,0,0.1987179487179487,0.717948717948718,0.03205128205128205,0.05128205128205128,0.0,0.1987179487179487,0.7692307692307693,0.03205128205128205,0.0,Nydia M. Velazquez RECAP,0.7692307692307693
38024,38024,100,14,122,7,7,0,150,14,129,7,0,0.09333333333333334,0.8133333333333334,0.04666666666666667,0.04666666666666667,0.0,0.09333333333333334,0.86,0.04666666666666667,0.0,Nydia M. Velazquez RECAP,0.86
38025,38025,100,21,112,10,6,0,149,21,118,10,0,0.14093959731543623,0.7516778523489933,0.06711409395973154,0.040268456375838924,0.0,0.14093959731543623,0.7919463087248322,0.06711409395973154,0.0,Nydia M. Velazquez RECAP,0.7919463087248322
38026,38026,100,16,61,3,5,0,85,16,66,3,0,0.18823529411764706,0.7176470588235294,0.03529411764705882,0.058823529411764705,0.0,0.18823529411764706,0.7764705882352941,0.03529411764705882,0.0,Nydia M. Velazquez RECAP,0.7764705882352941
38027,38027,100,7,72,6,3,0,88,7,75,6,0,0.07954545454545454,0.8181818181818182,0.06818181818181818,0.03409090909090909,0.0,0.07954545454545454,0.8522727272727273,0.06818181818181818,0.0,Nydia M. Velazquez RECAP,0.8522727272727273
38029,38029,100,15,139,2,3,0,159,15,142,2,0,0.09433962264150944,0.8742138364779874,0.012578616352201259,0.018867924528301886,0.0,0.09433962264150944,0.8930817610062893,0.012578616352201259,0.0,Nydia M. Velazquez RECAP,0.8930817610062893
38030,38030,100,22,126,4,4,0,156,22,130,4,0,0.14102564102564102,0.8076923076923077,0.02564102564102564,0.02564102564102564,0.0,0.14102564102564102,0.8333333333333334,0.02564102564102564,0.0,Nydia M. Velazquez RECAP,0.8333333333333334
38031,38031,100,28,91,4,9,0,132,28,100,4,0,0.21212121212121213,0.6893939393939394,0.030303030303030304,0.06818181818181818,0.0,0.21212121212121213,0.7575757575757576,0.030303030303030304,0.0,Nydia M. Velazquez RECAP,0.7575757575757576
38032,38032,100,22,136,7,9,0,174,22,145,7,0,0.12643678160919541,0.7816091954022989,0.040229885057471264,0.05172413793103448,0.0,0.12643678160919541,0.8333333333333334,0.040229885057471264,0.0,Nydia M. Velazquez RECAP,0.8333333333333334
38033,38033,100,16,48,2,3,0,69,16,51,2,0,0.2318840579710145,0.6956521739130435,0.028985507246376812,0.043478260869565216,0.0,0.2318840579710145,0.7391304347826086,0.028985507246376812,0.0,Nydia M. Velazquez RECAP,0.7391304347826086
38034,38034,100,9,36,2,1,0,48,9,37,2,0,0.1875,0.75,0.041666666666666664,0.020833333333333332,0.0,0.1875,0.7708333333333334,0.041666666666666664,0.0,Nydia M. Velazquez RECAP,0.7708333333333334
38045,38045,100,3,51,3,0,0,57,3,51,3,0,0.05263157894736842,0.8947368421052632,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8947368421052632,0.05263157894736842,0.0,Nydia M. Velazquez RECAP,0.8947368421052632
38047,38047,100,14,88,4,11,1,118,14,99,4,1,0.11864406779661017,0.7457627118644068,0.03389830508474576,0.09322033898305085,0.00847457627118644,0.11864406779661017,0.8389830508474576,0.03389830508474576,0.00847457627118644,Nydia M. Velazquez RECAP,0.8389830508474576
38048,38048,100,62,133,13,15,0,223,62,148,13,0,0.27802690582959644,0.5964125560538116,0.05829596412556054,0.06726457399103139,0.0,0.27802690582959644,0.6636771300448431,0.05829596412556054,0.0,Nydia M. Velazquez RECAP,0.6636771300448431
38049,38049,100,37,114,9,7,0,167,37,121,9,0,0.2215568862275449,0.6826347305389222,0.05389221556886228,0.041916167664670656,0.0,0.2215568862275449,0.7245508982035929,0.05389221556886228,0.0,Nydia M. Velazquez RECAP,0.7245508982035929
38050,38050,100,24,100,8,4,0,136,24,104,8,0,0.17647058823529413,0.7352941176470589,0.058823529411764705,0.029411764705882353,0.0,0.17647058823529413,0.7647058823529411,0.058823529411764705,0.0,Nydia M. Velazquez RECAP,0.7647058823529411
38051,38051,100,41,171,14,11,0,237,41,182,14,0,0.1729957805907173,0.7215189873417721,0.05907172995780591,0.046413502109704644,0.0,0.1729957805907173,0.7679324894514767,0.05907172995780591,0.0,Nydia M. Velazquez RECAP,0.7679324894514767
38052,38052,100,64,148,13,14,0,239,64,162,13,0,0.26778242677824265,0.6192468619246861,0.05439330543933055,0.058577405857740586,0.0,0.26778242677824265,0.6778242677824268,0.05439330543933055,0.0,Nydia M. Velazquez RECAP,0.6778242677824268
38053,38053,100,10,31,5,5,0,51,10,36,5,0,0.19607843137254902,0.6078431372549019,0.09803921568627451,0.09803921568627451,0.0,0.19607843137254902,0.7058823529411765,0.09803921568627451,0.0,Nydia M. Velazquez RECAP,0.7058823529411765
38054,38054,100,23,65,5,4,0,97,23,69,5,0,0.23711340206185566,0.6701030927835051,0.05154639175257732,0.041237113402061855,0.0,0.23711340206185566,0.711340206185567,0.05154639175257732,0.0,Nydia M. Velazquez RECAP,0.711340206185567
38055,38055,100,25,133,12,8,0,178,25,141,12,0,0.1404494382022472,0.7471910112359551,0.06741573033707865,0.0449438202247191,0.0,0.1404494382022472,0.7921348314606742,0.06741573033707865,0.0,Nydia M. Velazquez RECAP,0.7921348314606742
38056,38056,100,41,133,11,6,0,191,41,139,11,0,0.21465968586387435,0.6963350785340314,0.05759162303664921,0.031413612565445025,0.0,0.21465968586387435,0.7277486910994765,0.05759162303664921,0.0,Nydia M. Velazquez RECAP,0.7277486910994765
38057,38057,100,33,163,8,10,0,214,33,173,8,0,0.1542056074766355,0.7616822429906542,0.037383177570093455,0.04672897196261682,0.0,0.1542056074766355,0.8084112149532711,0.037383177570093455,0.0,Nydia M. Velazquez RECAP,0.8084112149532711
38058,38058,100,50,148,13,6,2,219,50,154,13,2,0.228310502283105,0.6757990867579908,0.0593607305936073,0.0273972602739726,0.0091324200913242,0.228310502283105,0.7031963470319634,0.0593607305936073,0.0091324200913242,Nydia M. Velazquez RECAP,0.7031963470319634
38059,38059,100,24,84,3,6,0,117,24,90,3,0,0.20512820512820512,0.717948717948718,0.02564102564102564,0.05128205128205128,0.0,0.20512820512820512,0.7692307692307693,0.02564102564102564,0.0,Nydia M. Velazquez RECAP,0.7692307692307693
