ED,Reported As,Reporting,Anna Culley (Republican),Carmen R. Velasquez (Democratic),Anna Culley (Democratic),Leslie G. Leach (Democratic),Thomas Benedetto (Conservative),William V. Decandido (Republican),John F. Casey (Republican),Ronald D. Hollie (Republican),Anna Culley (Conservative),Scattered,John F. Casey (Conservative),Ronald D. Hollie (Democratic),Total Votes,Anna Culley RECAP,Carmen R. Velasquez RECAP,Leslie G. Leach RECAP,Thomas Benedetto RECAP,William V. Decandido RECAP,John F. Casey RECAP,Ronald D. Hollie RECAP,Scattered RECAP,p_Anna Culley (Republican),p_Carmen R. Velasquez (Democratic),p_Anna Culley (Democratic),p_Leslie G. Leach (Democratic),p_Thomas Benedetto (Conservative),p_William V. Decandido (Republican),p_John F. Casey (Republican),p_Ronald D. Hollie (Republican),p_Anna Culley (Conservative),p_Scattered,p_John F. Casey (Conservative),p_Ronald D. Hollie (Democratic),p_Anna Culley RECAP,p_Carmen R. Velasquez RECAP,p_Leslie G. Leach RECAP,p_Thomas Benedetto RECAP,p_William V. Decandido RECAP,p_John F. Casey RECAP,p_Ronald D. Hollie RECAP,p_Scattered RECAP,winner,winner_p
34056,34056,100,3,12,8,8,1,3,4,3,1,0,1,6,50,12,12,8,1,3,5,9,0,0.06,0.24,0.16,0.16,0.02,0.06,0.08,0.06,0.02,0.0,0.02,0.12,0.24,0.24,0.16,0.02,0.06,0.1,0.18,0.0,Tie,0.24
34054,34056,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34055,34053,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34057,34057,100,4,25,26,24,0,6,4,3,2,0,0,23,117,32,25,24,0,6,4,26,0,0.03418803418803419,0.21367521367521367,0.2222222222222222,0.20512820512820512,0.0,0.05128205128205128,0.03418803418803419,0.02564102564102564,0.017094017094017096,0.0,0.0,0.19658119658119658,0.27350427350427353,0.21367521367521367,0.20512820512820512,0.0,0.05128205128205128,0.03418803418803419,0.2222222222222222,0.0,Anna Culley RECAP,0.27350427350427353
34058,34057,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34059,34059,100,0,2,1,3,0,0,0,0,0,0,1,1,8,1,2,3,0,0,1,1,0,0.0,0.25,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.25,0.375,0.0,0.0,0.125,0.125,0.0,Leslie G. Leach RECAP,0.375
34060,34060,100,23,76,72,87,6,20,32,19,5,1,3,67,411,100,76,87,6,20,35,86,1,0.05596107055961071,0.18491484184914841,0.17518248175182483,0.2116788321167883,0.014598540145985401,0.04866180048661801,0.07785888077858881,0.046228710462287104,0.012165450121654502,0.0024330900243309003,0.0072992700729927005,0.1630170316301703,0.24330900243309003,0.18491484184914841,0.2116788321167883,0.014598540145985401,0.04866180048661801,0.0851581508515815,0.20924574209245742,0.0024330900243309003,Anna Culley RECAP,0.24330900243309003
34061,34061,100,4,5,6,7,1,4,6,4,0,0,0,6,43,10,5,7,1,4,6,10,0,0.09302325581395349,0.11627906976744186,0.13953488372093023,0.16279069767441862,0.023255813953488372,0.09302325581395349,0.13953488372093023,0.09302325581395349,0.0,0.0,0.0,0.13953488372093023,0.23255813953488372,0.11627906976744186,0.16279069767441862,0.023255813953488372,0.09302325581395349,0.13953488372093023,0.23255813953488372,0.0,Tie,0.23255813953488372
34062,34062,100,12,28,22,26,7,11,11,12,4,0,5,24,162,38,28,26,7,11,16,36,0,0.07407407407407407,0.1728395061728395,0.13580246913580246,0.16049382716049382,0.043209876543209874,0.06790123456790123,0.06790123456790123,0.07407407407407407,0.024691358024691357,0.0,0.030864197530864196,0.14814814814814814,0.2345679012345679,0.1728395061728395,0.16049382716049382,0.043209876543209874,0.06790123456790123,0.09876543209876543,0.2222222222222222,0.0,Anna Culley RECAP,0.2345679012345679
34063,34063,100,35,243,209,233,13,37,41,33,6,1,6,210,1067,250,243,233,13,37,47,243,1,0.03280224929709466,0.22774133083411435,0.1958762886597938,0.21836925960637302,0.01218369259606373,0.03467666354264293,0.038425492033739454,0.030927835051546393,0.005623242736644799,0.0009372071227741331,0.005623242736644799,0.19681349578256796,0.23430178069353327,0.22774133083411435,0.21836925960637302,0.01218369259606373,0.03467666354264293,0.044048734770384255,0.22774133083411435,0.0009372071227741331,Anna Culley RECAP,0.23430178069353327
34064,34030,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
35001,35001,100,4,18,19,19,2,4,11,3,1,0,0,14,95,24,18,19,2,4,11,17,0,0.042105263157894736,0.18947368421052632,0.2,0.2,0.021052631578947368,0.042105263157894736,0.11578947368421053,0.031578947368421054,0.010526315789473684,0.0,0.0,0.14736842105263157,0.25263157894736843,0.18947368421052632,0.2,0.021052631578947368,0.042105263157894736,0.11578947368421053,0.17894736842105263,0.0,Anna Culley RECAP,0.25263157894736843
35002,35002,100,41,55,49,62,7,37,47,40,3,0,6,43,390,93,55,62,7,37,53,83,0,0.10512820512820513,0.14102564102564102,0.12564102564102564,0.15897435897435896,0.017948717948717947,0.09487179487179487,0.12051282051282051,0.10256410256410256,0.007692307692307693,0.0,0.015384615384615385,0.11025641025641025,0.23846153846153847,0.14102564102564102,0.15897435897435896,0.017948717948717947,0.09487179487179487,0.1358974358974359,0.2128205128205128,0.0,Anna Culley RECAP,0.23846153846153847
35003,35003,100,25,77,72,70,9,23,39,28,7,2,6,64,422,104,77,70,9,23,45,92,2,0.05924170616113744,0.18246445497630331,0.17061611374407584,0.16587677725118483,0.02132701421800948,0.054502369668246446,0.0924170616113744,0.06635071090047394,0.016587677725118485,0.004739336492890996,0.014218009478672985,0.15165876777251186,0.24644549763033174,0.18246445497630331,0.16587677725118483,0.02132701421800948,0.054502369668246446,0.1066350710900474,0.21800947867298578,0.004739336492890996,Anna Culley RECAP,0.24644549763033174
35004,35004,100,19,34,35,41,5,18,24,19,3,0,3,26,227,57,34,41,5,18,27,45,0,0.08370044052863436,0.14977973568281938,0.15418502202643172,0.18061674008810572,0.022026431718061675,0.07929515418502203,0.10572687224669604,0.08370044052863436,0.013215859030837005,0.0,0.013215859030837005,0.1145374449339207,0.2511013215859031,0.14977973568281938,0.18061674008810572,0.022026431718061675,0.07929515418502203,0.11894273127753303,0.19823788546255505,0.0,Anna Culley RECAP,0.2511013215859031
35005,35005,100,36,92,69,91,12,30,41,34,8,4,8,67,492,113,92,91,12,30,49,101,4,0.07317073170731707,0.18699186991869918,0.1402439024390244,0.18495934959349594,0.024390243902439025,0.06097560975609756,0.08333333333333333,0.06910569105691057,0.016260162601626018,0.008130081300813009,0.016260162601626018,0.13617886178861788,0.22967479674796748,0.18699186991869918,0.18495934959349594,0.024390243902439025,0.06097560975609756,0.09959349593495935,0.20528455284552846,0.008130081300813009,Anna Culley RECAP,0.22967479674796748
35006,35006,100,19,67,64,68,10,15,21,20,8,3,11,59,365,91,67,68,10,15,32,79,3,0.052054794520547946,0.18356164383561643,0.17534246575342466,0.1863013698630137,0.0273972602739726,0.0410958904109589,0.057534246575342465,0.0547945205479452,0.021917808219178082,0.00821917808219178,0.030136986301369864,0.16164383561643836,0.2493150684931507,0.18356164383561643,0.1863013698630137,0.0273972602739726,0.0410958904109589,0.08767123287671233,0.21643835616438356,0.00821917808219178,Anna Culley RECAP,0.2493150684931507
35007,35007,100,27,93,81,87,8,22,34,21,1,0,2,69,445,109,93,87,8,22,36,90,0,0.060674157303370786,0.20898876404494382,0.18202247191011237,0.19550561797752808,0.017977528089887642,0.04943820224719101,0.07640449438202247,0.04719101123595506,0.0022471910112359553,0.0,0.0044943820224719105,0.1550561797752809,0.2449438202247191,0.20898876404494382,0.19550561797752808,0.017977528089887642,0.04943820224719101,0.08089887640449438,0.20224719101123595,0.0,Anna Culley RECAP,0.2449438202247191
35008,35008,100,18,59,61,59,6,15,21,17,4,0,3,54,317,83,59,59,6,15,24,71,0,0.056782334384858045,0.1861198738170347,0.19242902208201892,0.1861198738170347,0.01892744479495268,0.0473186119873817,0.06624605678233439,0.05362776025236593,0.012618296529968454,0.0,0.00946372239747634,0.17034700315457413,0.2618296529968454,0.1861198738170347,0.1861198738170347,0.01892744479495268,0.0473186119873817,0.07570977917981073,0.22397476340694006,0.0,Anna Culley RECAP,0.2618296529968454
35009,35009,100,30,113,102,104,13,39,49,33,7,4,8,100,602,139,113,104,13,39,57,133,4,0.04983388704318937,0.1877076411960133,0.16943521594684385,0.17275747508305647,0.02159468438538206,0.06478405315614617,0.08139534883720931,0.054817275747508304,0.011627906976744186,0.006644518272425249,0.013289036544850499,0.16611295681063123,0.23089700996677742,0.1877076411960133,0.17275747508305647,0.02159468438538206,0.06478405315614617,0.0946843853820598,0.22093023255813954,0.006644518272425249,Anna Culley RECAP,0.23089700996677742
35010,35010,100,27,133,112,114,5,23,35,24,1,1,4,99,578,140,133,114,5,23,39,123,1,0.04671280276816609,0.2301038062283737,0.19377162629757785,0.1972318339100346,0.00865051903114187,0.039792387543252594,0.06055363321799308,0.04152249134948097,0.0017301038062283738,0.0017301038062283738,0.006920415224913495,0.17128027681660898,0.2422145328719723,0.2301038062283737,0.1972318339100346,0.00865051903114187,0.039792387543252594,0.06747404844290658,0.21280276816608998,0.0017301038062283738,Anna Culley RECAP,0.2422145328719723
35011,35011,100,21,75,56,60,2,15,27,16,2,1,2,50,327,79,75,60,2,15,29,66,1,0.06422018348623854,0.22935779816513763,0.1712538226299694,0.1834862385321101,0.0061162079510703364,0.045871559633027525,0.08256880733944955,0.04892966360856269,0.0061162079510703364,0.0030581039755351682,0.0061162079510703364,0.1529051987767584,0.2415902140672783,0.22935779816513763,0.1834862385321101,0.0061162079510703364,0.045871559633027525,0.08868501529051988,0.2018348623853211,0.0030581039755351682,Anna Culley RECAP,0.2415902140672783
35012,35012,100,27,114,86,91,8,22,31,26,2,0,6,85,498,115,114,91,8,22,37,111,0,0.05421686746987952,0.2289156626506024,0.17269076305220885,0.1827309236947791,0.01606425702811245,0.04417670682730924,0.06224899598393574,0.05220883534136546,0.004016064257028112,0.0,0.012048192771084338,0.1706827309236948,0.23092369477911648,0.2289156626506024,0.1827309236947791,0.01606425702811245,0.04417670682730924,0.07429718875502007,0.22289156626506024,0.0,Anna Culley RECAP,0.23092369477911648
35013,35013,100,11,114,84,94,3,14,17,11,0,0,1,77,426,95,114,94,3,14,18,88,0,0.025821596244131457,0.2676056338028169,0.19718309859154928,0.22065727699530516,0.007042253521126761,0.03286384976525822,0.03990610328638498,0.025821596244131457,0.0,0.0,0.002347417840375587,0.1807511737089202,0.22300469483568075,0.2676056338028169,0.22065727699530516,0.007042253521126761,0.03286384976525822,0.04225352112676056,0.20657276995305165,0.0,Carmen R. Velasquez RECAP,0.2676056338028169
35014,35014,100,9,82,70,73,2,13,17,9,2,0,2,61,340,81,82,73,2,13,19,70,0,0.026470588235294117,0.2411764705882353,0.20588235294117646,0.21470588235294116,0.0058823529411764705,0.03823529411764706,0.05,0.026470588235294117,0.0058823529411764705,0.0,0.0058823529411764705,0.17941176470588235,0.23823529411764705,0.2411764705882353,0.21470588235294116,0.0058823529411764705,0.03823529411764706,0.05588235294117647,0.20588235294117646,0.0,Carmen R. Velasquez RECAP,0.2411764705882353
35015,35015,100,5,209,189,202,2,5,6,4,0,0,0,186,808,194,209,202,2,5,6,190,0,0.006188118811881188,0.25866336633663367,0.23391089108910892,0.25,0.0024752475247524753,0.006188118811881188,0.007425742574257425,0.0049504950495049506,0.0,0.0,0.0,0.2301980198019802,0.2400990099009901,0.25866336633663367,0.25,0.0024752475247524753,0.006188118811881188,0.007425742574257425,0.23514851485148514,0.0,Carmen R. Velasquez RECAP,0.25866336633663367
35016,35016,100,6,200,171,180,0,9,7,6,2,0,1,170,752,179,200,180,0,9,8,176,0,0.007978723404255319,0.26595744680851063,0.22739361702127658,0.2393617021276596,0.0,0.011968085106382979,0.009308510638297872,0.007978723404255319,0.0026595744680851063,0.0,0.0013297872340425532,0.22606382978723405,0.23803191489361702,0.26595744680851063,0.2393617021276596,0.0,0.011968085106382979,0.010638297872340425,0.23404255319148937,0.0,Carmen R. Velasquez RECAP,0.26595744680851063
35017,35017,100,5,191,174,184,4,6,5,5,2,0,3,172,751,181,191,184,4,6,8,177,0,0.006657789613848202,0.25432756324900135,0.23169107856191745,0.24500665778961384,0.005326231691078562,0.007989347536617843,0.006657789613848202,0.006657789613848202,0.002663115845539281,0.0,0.0039946737683089215,0.22902796271637815,0.24101198402130491,0.25432756324900135,0.24500665778961384,0.005326231691078562,0.007989347536617843,0.010652463382157125,0.23568575233022637,0.0,Carmen R. Velasquez RECAP,0.25432756324900135
35018,35018,100,16,218,183,221,4,15,19,13,0,0,0,176,865,199,218,221,4,15,19,189,0,0.018497109826589597,0.2520231213872832,0.2115606936416185,0.25549132947976877,0.004624277456647399,0.017341040462427744,0.021965317919075144,0.015028901734104046,0.0,0.0,0.0,0.20346820809248556,0.2300578034682081,0.2520231213872832,0.25549132947976877,0.004624277456647399,0.017341040462427744,0.021965317919075144,0.2184971098265896,0.0,Leslie G. Leach RECAP,0.25549132947976877
35019,35019,100,14,156,129,143,2,12,14,15,1,4,2,118,610,144,156,143,2,12,16,133,4,0.022950819672131147,0.25573770491803277,0.21147540983606558,0.23442622950819672,0.003278688524590164,0.019672131147540985,0.022950819672131147,0.02459016393442623,0.001639344262295082,0.006557377049180328,0.003278688524590164,0.19344262295081968,0.2360655737704918,0.25573770491803277,0.23442622950819672,0.003278688524590164,0.019672131147540985,0.02622950819672131,0.2180327868852459,0.006557377049180328,Carmen R. Velasquez RECAP,0.25573770491803277
35020,35020,100,15,243,216,218,1,12,17,13,2,0,4,194,935,233,243,218,1,12,21,207,0,0.016042780748663103,0.25989304812834224,0.23101604278074866,0.23315508021390374,0.0010695187165775401,0.012834224598930482,0.01818181818181818,0.013903743315508022,0.0021390374331550803,0.0,0.0042780748663101605,0.20748663101604278,0.24919786096256685,0.25989304812834224,0.23315508021390374,0.0010695187165775401,0.012834224598930482,0.022459893048128343,0.22139037433155082,0.0,Carmen R. Velasquez RECAP,0.25989304812834224
35021,35021,100,20,221,176,195,12,27,27,21,6,4,5,162,876,202,221,195,12,27,32,183,4,0.0228310502283105,0.2522831050228311,0.2009132420091324,0.2226027397260274,0.0136986301369863,0.030821917808219176,0.030821917808219176,0.023972602739726026,0.00684931506849315,0.0045662100456621,0.005707762557077625,0.18493150684931506,0.23059360730593606,0.2522831050228311,0.2226027397260274,0.0136986301369863,0.030821917808219176,0.0365296803652968,0.2089041095890411,0.0045662100456621,Carmen R. Velasquez RECAP,0.2522831050228311
35022,35022,100,9,78,55,59,3,5,6,5,0,0,0,47,267,64,78,59,3,5,6,52,0,0.033707865168539325,0.29213483146067415,0.20599250936329588,0.2209737827715356,0.011235955056179775,0.018726591760299626,0.02247191011235955,0.018726591760299626,0.0,0.0,0.0,0.1760299625468165,0.2397003745318352,0.29213483146067415,0.2209737827715356,0.011235955056179775,0.018726591760299626,0.02247191011235955,0.1947565543071161,0.0,Carmen R. Velasquez RECAP,0.29213483146067415
35023,35023,100,54,134,124,126,9,51,60,43,3,0,4,114,722,181,134,126,9,51,64,157,0,0.07479224376731301,0.18559556786703602,0.17174515235457063,0.1745152354570637,0.012465373961218837,0.07063711911357341,0.08310249307479224,0.05955678670360111,0.004155124653739612,0.0,0.00554016620498615,0.15789473684210525,0.25069252077562326,0.18559556786703602,0.1745152354570637,0.012465373961218837,0.07063711911357341,0.0886426592797784,0.21745152354570638,0.0,Anna Culley RECAP,0.25069252077562326
35024,35024,100,31,99,86,92,5,31,32,30,3,4,6,77,496,120,99,92,5,31,38,107,4,0.0625,0.19959677419354838,0.17338709677419356,0.18548387096774194,0.010080645161290322,0.0625,0.06451612903225806,0.06048387096774194,0.006048387096774193,0.008064516129032258,0.012096774193548387,0.15524193548387097,0.24193548387096775,0.19959677419354838,0.18548387096774194,0.010080645161290322,0.0625,0.07661290322580645,0.2157258064516129,0.008064516129032258,Anna Culley RECAP,0.24193548387096775
35025,35025,100,7,271,251,263,0,7,8,6,1,0,1,253,1068,259,271,263,0,7,9,259,0,0.006554307116104869,0.25374531835205993,0.2350187265917603,0.24625468164794007,0.0,0.006554307116104869,0.00749063670411985,0.0056179775280898875,0.0009363295880149813,0.0,0.0009363295880149813,0.23689138576779026,0.24250936329588016,0.25374531835205993,0.24625468164794007,0.0,0.006554307116104869,0.008426966292134831,0.24250936329588016,0.0,Carmen R. Velasquez RECAP,0.25374531835205993
35026,35026,100,47,77,80,76,7,48,58,41,5,0,3,64,506,132,77,76,7,48,61,105,0,0.09288537549407115,0.15217391304347827,0.15810276679841898,0.15019762845849802,0.01383399209486166,0.09486166007905138,0.11462450592885376,0.08102766798418973,0.009881422924901186,0.0,0.005928853754940711,0.12648221343873517,0.2608695652173913,0.15217391304347827,0.15019762845849802,0.01383399209486166,0.09486166007905138,0.12055335968379446,0.2075098814229249,0.0,Anna Culley RECAP,0.2608695652173913
35027,35027,100,35,104,103,100,5,40,41,35,6,0,6,87,562,144,104,100,5,40,47,122,0,0.06227758007117438,0.18505338078291814,0.18327402135231316,0.17793594306049823,0.008896797153024912,0.0711743772241993,0.07295373665480427,0.06227758007117438,0.010676156583629894,0.0,0.010676156583629894,0.15480427046263345,0.25622775800711745,0.18505338078291814,0.17793594306049823,0.008896797153024912,0.0711743772241993,0.08362989323843416,0.21708185053380782,0.0,Anna Culley RECAP,0.25622775800711745
35028,35028,100,3,26,16,13,0,2,5,1,2,0,0,12,80,21,26,13,0,2,5,13,0,0.0375,0.325,0.2,0.1625,0.0,0.025,0.0625,0.0125,0.025,0.0,0.0,0.15,0.2625,0.325,0.1625,0.0,0.025,0.0625,0.1625,0.0,Carmen R. Velasquez RECAP,0.325
35029,35029,100,1,1,2,1,0,1,1,1,0,0,0,1,9,3,1,1,0,1,1,2,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,Anna Culley RECAP,0.3333333333333333
35030,35030,100,10,33,27,31,4,7,11,13,4,4,4,26,174,41,33,31,4,7,15,39,4,0.05747126436781609,0.1896551724137931,0.15517241379310345,0.1781609195402299,0.022988505747126436,0.040229885057471264,0.06321839080459771,0.07471264367816093,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.14942528735632185,0.23563218390804597,0.1896551724137931,0.1781609195402299,0.022988505747126436,0.040229885057471264,0.08620689655172414,0.22413793103448276,0.022988505747126436,Anna Culley RECAP,0.23563218390804597
35034,35034,100,6,27,25,25,1,5,7,7,0,0,0,24,127,31,27,25,1,5,7,31,0,0.047244094488188976,0.2125984251968504,0.1968503937007874,0.1968503937007874,0.007874015748031496,0.03937007874015748,0.05511811023622047,0.05511811023622047,0.0,0.0,0.0,0.1889763779527559,0.2440944881889764,0.2125984251968504,0.1968503937007874,0.007874015748031496,0.03937007874015748,0.05511811023622047,0.2440944881889764,0.0,Tie,0.2440944881889764
35031,35034,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
35032,35032,100,7,99,32,46,4,4,7,4,2,0,2,29,236,41,99,46,4,4,9,33,0,0.029661016949152543,0.4194915254237288,0.13559322033898305,0.19491525423728814,0.01694915254237288,0.01694915254237288,0.029661016949152543,0.01694915254237288,0.00847457627118644,0.0,0.00847457627118644,0.1228813559322034,0.17372881355932204,0.4194915254237288,0.19491525423728814,0.01694915254237288,0.01694915254237288,0.038135593220338986,0.13983050847457626,0.0,Carmen R. Velasquez RECAP,0.4194915254237288
35033,35033,100,25,88,88,97,11,27,27,23,5,0,9,77,477,118,88,97,11,27,36,100,0,0.05241090146750524,0.18448637316561844,0.18448637316561844,0.20335429769392033,0.023060796645702306,0.05660377358490566,0.05660377358490566,0.04821802935010482,0.010482180293501049,0.0,0.018867924528301886,0.16142557651991615,0.24737945492662475,0.18448637316561844,0.20335429769392033,0.023060796645702306,0.05660377358490566,0.07547169811320754,0.20964360587002095,0.0,Anna Culley RECAP,0.24737945492662475
35035,35035,100,12,92,94,88,2,16,17,12,1,0,3,88,425,107,92,88,2,16,20,100,0,0.02823529411764706,0.2164705882352941,0.2211764705882353,0.20705882352941177,0.004705882352941176,0.03764705882352941,0.04,0.02823529411764706,0.002352941176470588,0.0,0.007058823529411765,0.20705882352941177,0.25176470588235295,0.2164705882352941,0.20705882352941177,0.004705882352941176,0.03764705882352941,0.047058823529411764,0.23529411764705882,0.0,Anna Culley RECAP,0.25176470588235295
35036,35036,100,2,14,13,12,0,2,2,2,0,0,0,12,59,15,14,12,0,2,2,14,0,0.03389830508474576,0.23728813559322035,0.22033898305084745,0.2033898305084746,0.0,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.2033898305084746,0.2542372881355932,0.23728813559322035,0.2033898305084746,0.0,0.03389830508474576,0.03389830508474576,0.23728813559322035,0.0,Anna Culley RECAP,0.2542372881355932
35037,35037,100,12,74,51,61,2,11,11,11,5,0,2,47,287,68,74,61,2,11,13,58,0,0.041811846689895474,0.2578397212543554,0.17770034843205576,0.21254355400696864,0.006968641114982578,0.03832752613240418,0.03832752613240418,0.03832752613240418,0.017421602787456445,0.0,0.006968641114982578,0.16376306620209058,0.23693379790940766,0.2578397212543554,0.21254355400696864,0.006968641114982578,0.03832752613240418,0.04529616724738676,0.20209059233449478,0.0,Carmen R. Velasquez RECAP,0.2578397212543554
35038,35038,100,6,105,89,102,1,4,5,6,1,0,0,93,412,96,105,102,1,4,5,99,0,0.014563106796116505,0.25485436893203883,0.21601941747572814,0.24757281553398058,0.0024271844660194173,0.009708737864077669,0.012135922330097087,0.014563106796116505,0.0024271844660194173,0.0,0.0,0.22572815533980584,0.23300970873786409,0.25485436893203883,0.24757281553398058,0.0024271844660194173,0.009708737864077669,0.012135922330097087,0.24029126213592233,0.0,Carmen R. Velasquez RECAP,0.25485436893203883
35039,35039,100,4,175,157,172,1,2,5,2,2,0,3,147,670,163,175,172,1,2,8,149,0,0.005970149253731343,0.26119402985074625,0.23432835820895523,0.25671641791044775,0.0014925373134328358,0.0029850746268656717,0.007462686567164179,0.0029850746268656717,0.0029850746268656717,0.0,0.004477611940298508,0.21940298507462686,0.24328358208955222,0.26119402985074625,0.25671641791044775,0.0014925373134328358,0.0029850746268656717,0.011940298507462687,0.22238805970149253,0.0,Carmen R. Velasquez RECAP,0.26119402985074625
35040,35040,100,14,125,95,100,4,17,22,15,2,0,1,91,486,111,125,100,4,17,23,106,0,0.02880658436213992,0.257201646090535,0.19547325102880658,0.205761316872428,0.00823045267489712,0.03497942386831276,0.04526748971193416,0.030864197530864196,0.00411522633744856,0.0,0.00205761316872428,0.18724279835390947,0.22839506172839505,0.257201646090535,0.205761316872428,0.00823045267489712,0.03497942386831276,0.047325102880658436,0.21810699588477367,0.0,Carmen R. Velasquez RECAP,0.257201646090535
35041,35041,100,9,189,140,141,3,8,12,12,2,0,3,124,643,151,189,141,3,8,15,136,0,0.013996889580093312,0.2939346811819596,0.2177293934681182,0.2192846034214619,0.004665629860031105,0.012441679626749611,0.01866251944012442,0.01866251944012442,0.003110419906687403,0.0,0.004665629860031105,0.19284603421461896,0.23483670295489892,0.2939346811819596,0.2192846034214619,0.004665629860031105,0.012441679626749611,0.02332814930015552,0.2115085536547434,0.0,Carmen R. Velasquez RECAP,0.2939346811819596
35042,35042,100,5,115,91,101,1,6,9,4,0,0,1,88,421,96,115,101,1,6,10,92,0,0.011876484560570071,0.27315914489311166,0.2161520190023753,0.23990498812351543,0.0023752969121140144,0.014251781472684086,0.021377672209026127,0.009501187648456057,0.0,0.0,0.0023752969121140144,0.20902612826603326,0.22802850356294538,0.27315914489311166,0.23990498812351543,0.0023752969121140144,0.014251781472684086,0.023752969121140142,0.21852731591448932,0.0,Carmen R. Velasquez RECAP,0.27315914489311166
35043,35043,100,6,165,145,157,2,3,4,4,1,0,1,141,629,152,165,157,2,3,5,145,0,0.009538950715421303,0.26232114467408585,0.23052464228934816,0.24960254372019078,0.003179650238473768,0.0047694753577106515,0.006359300476947536,0.006359300476947536,0.001589825119236884,0.0,0.001589825119236884,0.22416534181240064,0.24165341812400637,0.26232114467408585,0.24960254372019078,0.003179650238473768,0.0047694753577106515,0.00794912559618442,0.23052464228934816,0.0,Carmen R. Velasquez RECAP,0.26232114467408585
35044,35044,100,2,133,122,126,0,3,3,2,0,0,2,124,517,124,133,126,0,3,5,126,0,0.0038684719535783366,0.2572533849129594,0.23597678916827852,0.2437137330754352,0.0,0.005802707930367505,0.005802707930367505,0.0038684719535783366,0.0,0.0,0.0038684719535783366,0.23984526112185686,0.23984526112185686,0.2572533849129594,0.2437137330754352,0.0,0.005802707930367505,0.009671179883945842,0.2437137330754352,0.0,Carmen R. Velasquez RECAP,0.2572533849129594
35045,35045,100,8,203,164,173,1,6,7,5,1,0,2,152,722,173,203,173,1,6,9,157,0,0.0110803324099723,0.28116343490304707,0.22714681440443213,0.23961218836565096,0.0013850415512465374,0.008310249307479225,0.009695290858725761,0.006925207756232687,0.0013850415512465374,0.0,0.002770083102493075,0.21052631578947367,0.23961218836565096,0.28116343490304707,0.23961218836565096,0.0013850415512465374,0.008310249307479225,0.012465373961218837,0.21745152354570638,0.0,Carmen R. Velasquez RECAP,0.28116343490304707
35046,35046,100,11,138,124,131,1,11,13,13,0,0,0,119,561,135,138,131,1,11,13,132,0,0.0196078431372549,0.24598930481283424,0.22103386809269163,0.23351158645276293,0.0017825311942959,0.0196078431372549,0.023172905525846704,0.023172905525846704,0.0,0.0,0.0,0.21212121212121213,0.24064171122994651,0.24598930481283424,0.23351158645276293,0.0017825311942959,0.0196078431372549,0.023172905525846704,0.23529411764705882,0.0,Carmen R. Velasquez RECAP,0.24598930481283424
35047,35047,100,1,131,119,120,0,1,3,1,0,0,0,112,488,120,131,120,0,1,3,113,0,0.0020491803278688526,0.26844262295081966,0.24385245901639344,0.2459016393442623,0.0,0.0020491803278688526,0.006147540983606557,0.0020491803278688526,0.0,0.0,0.0,0.22950819672131148,0.2459016393442623,0.26844262295081966,0.2459016393442623,0.0,0.0020491803278688526,0.006147540983606557,0.23155737704918034,0.0,Carmen R. Velasquez RECAP,0.26844262295081966
35048,35048,100,7,228,201,214,5,8,9,8,1,0,1,200,882,209,228,214,5,8,10,208,0,0.007936507936507936,0.2585034013605442,0.22789115646258504,0.24263038548752835,0.005668934240362812,0.009070294784580499,0.01020408163265306,0.009070294784580499,0.0011337868480725624,0.0,0.0011337868480725624,0.22675736961451248,0.23696145124716553,0.2585034013605442,0.24263038548752835,0.005668934240362812,0.009070294784580499,0.011337868480725623,0.23582766439909297,0.0,Carmen R. Velasquez RECAP,0.2585034013605442
